technique_id,technique_name,tactic,families
T1070.004,,,ADVSTORESHELL|AcidPour|Anchor|Apostle|AppleJeus|AppleSeed|Aria-body|Attor|AuditCred|Azorult|BADHATCH|BBSRAT|BLACKCOFFEE|BLINDINGCAN|BLUELIGHT|BOLDMOVE|BPFDoor|BRICKSTORM|BabyShark|BackConfig|Backdoor.Oldrea|Bandook|Bankshot|Bazar|BeaverTail|Bisonal|BlackByte 2.0 Ransomware|Bumblebee|CARROTBAT|COATHANGER|Calisto|Carbanak|Cardinal RAT|CharmPower|Cherry Picker|Crimson|Cryptoistic|Cuba|DOWNIISSA|DanBot|DarkGate|DarkWatchman|Denis|Derusbi|Drovorub|Dtrack|DustySky|ECCENTRICBANDWAGON|Elise|Embargo|Epic|EvilBunny|Exaramel for Linux|Exbyte|FALLCHILL|FELIXROOT|FatDuke|Ferocious|FlawedAmmyy|FruitFly|FunnyDream|Fysbis|Gazer|Gelsemium|Gold Dragon|GoldenSpy|Gomir|Grandoreiro|Green Lambert|GreyEnergy|GrimAgent|GuLoader|HALFBAKED|HAWKBALL|HTTPBrowser|HTTPTroy|Hancitor|HermeticWiper|Heyoka Backdoor|Hi-Zor|Hildegard|HotCroissant|Hydraq|HyperBro|IPsec Helper|IceApple|InnaputRAT|InvisiMole|Ixeshe|JHUHUGIT|JPIN|KEYMARBLE|KONNI|Kazuar|Kevin|KillDisk|Kivars|Komplex|LODEINFO|Latrodectus|LightNeuron|Line Runner|Linfo|LiteDuke|LockBit 2.0|LockBit 3.0|LockerGoga|Lokibot|LookBack|LoudMiner|LunarMail|LunarWeb|MESSAGETAP|MURKYTOP|MacMa|MacSpy|Machete|MagicRAT|Medusa Ransomware|Metamorfo|Meteor|Milan|Misdat|MoonWind|More_eggs|Mori|Mosquito|MultiLayer Wiper|NICECURL|NOKKI|NOOPLDR|NanHaiShu|Nebulae|Nightdoor|ODAgent|OSX_OCEANLOTUS.D|OceanSalt|Okrum|OopsIE|OutSteel|P.A.S. Webshell|PLEAD|POWERSTATS|PUNCHBUGGY|Pasam|Pay2Key|Penquin|Pillowmint|PlugX|PoetRAT|Pony|PowerDuke|PowerShower|Prikormka|ProLock|Proton|Proxysvc|Pteranodon|PureCrypter|PyDCrypt|Pysa|QUADAGENT|QakBot|Qilin|RCSession|RDAT|RDFSNIFFER|REvil|ROADSWEEP|ROKRAT|RTM|Raccoon Stealer|RainyDay|RansomHub|Raspberry Robin|Reaver|RedLeaves|Remsec|Rising Sun|RunningRAT|S-Type|SDBbot|SLOTHFULMEDIA|SPAWNCHIMERA|SQLRat|SUNBURST|SUNSPOT|Saint Bot|Sakula|SamSam|SeaDuke|Seasalt|ServHelper|Shark|ShimRat|ShrinkLocker|Sibot|Solar|SombRAT|SpeakUp|StealBit|StoneDrill|StrifeWater|StrongPity|Stuxnet|SysUpdate|TAINTEDSCRIBE|TDTESS|TONESHELL|TRAILBLAZE|TYPEFRAME|Taidoor|Trojan.Karagany|Troll Stealer|UPSTYLE|USBStealer|Uroburos|Ursnif|VBShower|VERMIN|VersaMem|Volgmer|WINDSHIELD|WhisperGate|WindTail|Wingbird|Winnti for Windows|Woody RAT|XAgentOSX|XLoader|Zebrocy|ZeroCleare|Zeus Panda|ZxShell|ccf32|gh0st RAT|jRAT|metaMain|njRAT|pngdowner|zwShell
T1070.005,,,DUSTTRAP|InvisiMole|RobbinHood
T1070.006,,,3PARA RAT|Attor|BLINDINGCAN|BOOKWORM|BPFDoor|Bankshot|BitPaymer|BlackByte 2.0 Ransomware|CHIMNEYSWEEP|China Chopper|Cobalt Strike|Cyclops Blink|Derusbi|EVILNUM|Elise|FALLCHILL|Gazer|Gelsemium|HiddenFace|InvisiMole|KeyBoy|Kobalos|MacMa|Misdat|MultiLayer Wiper|NightClub|Ninja|OSX_OCEANLOTUS.D|OwaAuth|POSHSPY|PingPull|PowerStallion|Psylo|SEASHARPEE|SPAWNCHIMERA|Shamoon|Stuxnet|TAINTEDSCRIBE|TDTESS|UPSTYLE|USBStealer|Winnti for Windows|metaMain
T1070.007,,,SUNBURST
T1070.008,,,Goopy|LunarMail
T1070.009,,,Bazar|GrimAgent|IPsec Helper|KOCTOPUS|Kapeka|Misdat|Pillowmint|PlugX|RTM|Raspberry Robin|S-Type|SUNBURST|SplatDropper|njRAT
T1070.010,,,BRICKSTORM
T1071,,,Clambling|Duqu|Hildegard|Lucifer|NETEAGLE|Nightdoor|QUIETEXIT|Raspberry Robin|Siloscape
T1071.001,,,3PARA RAT|4H RAT|ABK|ADVSTORESHELL|ANDROMEDA|Action RAT|Agent Tesla|Amadey|Anchor|AppleJeus|AppleSeed|Aria-body|AshTag|AuTo Stealer|Avenger|BACKSPACE|BADHATCH|BADNEWS|BBK|BBSRAT|BLINDINGCAN|BLUELIGHT|BOLDMOVE|BOOKWORM|BRICKSTORM|BUBBLEWRAP|BackConfig|BadPatch|Bankshot|Bazar|BeaverTail|Bisonal|BlackEnergy|BlackMould|BoomBox|Bundlore|CHIMNEYSWEEP|CHOPSTICK|COATHANGER|CORESHELL|Carbanak|Carberp|Carbon|Cardinal RAT|ChChes|Chaes|CharmPower|China Chopper|Clambling|CloudDuke|Cobalt Strike|ComRAT|Comnie|CosmicDuke|CozyCar|CreepyDrive|CreepySnail|Crimson|Crutch|Cuckoo Stealer|Cyclops Blink|DEATHRANSOM|DRATzarus|Dacls|DanBot|DarkComet|DarkTortilla|DarkWatchman|Daserf|DealersChoice|Diavol|Dipsind|Doki|DownPaper|Dridex|Drovorub|DustySky|Dyre|ELMER|Egregor|Elise|Emissary|Emotet|Epic|EvilBunny|Exaramel for Linux|Explosive|FELIXROOT|FRAMESTING|FatDuke|Felismus|Final1stspy|Flagpro|FlawedAmmyy|FoggyWeb|Gazer|Gelsemium|GeminiDuke|Get2|GlassWorm|Gold Dragon|GoldFinder|GoldMax|GoldenSpy|Gomir|Goopy|Grandoreiro|GravityRAT|GreyEnergy|GrimAgent|GuLoader|HAMMERTOSS|HAWKBALL|HTTPBrowser|HTTPTroy|Havoc|Helminth|HexEval Loader|Hi-Zor|Hikit|HyperBro|IPsec Helper|IceApple|IcedID|Industroyer|InvisiMole|InvisibleFerret|IronWind|Ixeshe|JHUHUGIT|KEYPLUG|KGH_SPY|KONNI|KOPILUWAK|Kapeka|Kazuar|Kevin|Keydnap|Kinsing|Komplex|LAMEHUG|LIGHTWIRE|LOWBALL|Latrodectus|LightSpy|Line Dancer|Line Runner|LiteDuke|LitePower|LockBit 3.0|Lokibot|LookBack|Lumma Stealer|LunarWeb|MOPSLED|MacSpy|Machete|Mafalda|MagicRAT|Mango|Manjusaka|MarkiRAT|Maze|MechaFlounder|Metamorfo|Micropsia|Milan|MiniDuke|Mis-Type|Mongall|More_eggs|Mori|MuddyViper|NETEAGLE|NETWIRE|NGLite|NICECURL|NOKKI|Neo-reGeorg|Neoichor|Ninja|OLDBAIT|OSX_OCEANLOTUS.D|Octopus|OilBooster|Okrum|OnionDuke|OopsIE|OutSteel|OwaAuth|P.A.S. Webshell|PHPsert|PLEAD|POWERTON|POWRUNER|PUBLOAD|PULSECHECK|PUNCHBUGGY|Pandora|Peppy|PinchDuke|PingPull|PlugX|PoetRAT|PolyglotDuke|Pony|PowGoop|PowerShower|Proxysvc|Psylo|Pteranodon|QUADAGENT|QUIETCANARY|QakBot|QuietSieve|RATANKBA|RCSession|RDAT|REvil|RGDoor|RIFLESPINE|RIPTIDE|ROKRAT|RTM|Raccoon Stealer|RainyDay|Ramsay|Raspberry Robin|Reaver|RedLeaves|RedLine Stealer|Regin|Remexi|Remsec|Rising Sun|RustyWater|S-Type|SLIGHTPULSE|SLOTHFULMEDIA|SMOKEDHAM|SNUGRIDE|STARWHALE|STEADYPULSE|SUGARDUMP|SUNBURST|SUPERNOVA|SVCReady|Sagerunex|Saint Bot|Sakula|SampleCheck5000|Samurai|SeaDuke|Seasalt|ServHelper|ShadowPad|Shai-Hulud|Shamoon|Shark|ShimRat|ShrinkLocker|Sibot|SideTwist|Small Sieve|Smoke Loader|SnappyTCP|SoreFang|Spark|SpeakUp|Squirrelwaffle|StealBit|StrelaStealer|StrongPity|Stuxnet|Sys10|TAMECAT|THINCRUST|TONESHELL|TRANSLATEXT|TSCookie|Taidoor|ThiefQuest|TinyTurla|Tomiris|Torisma|TrailBlazer|TrickBot|Trojan.Karagany|Troll Stealer|Tsundere Botnet|Turian|UBoatRAT|UPPERCUT|Uroburos|Ursnif|VBShower|VERMIN|Valak|VaporRage|Vasport|WIREFIRE|WellMess|WhisperGate|WinMM|WindTail|Winnti for Linux|Winnti for Windows|Woody RAT|XLoader|XORIndex Loader|Xbash|YAHOYAH|ZLib|Zebrocy|ZeroT|Zeus Panda|ZxShell|down_new|httpclient|metaMain|njRAT|pngdowner|reGeorg|xCaon
T1071.002,,,Attor|BADHATCH|Cobalt Strike|Disco|Havoc|JPIN|Kazuar|Machete|NOKKI|PUBLOAD|PoetRAT|Qilin|Regin|SYSCON|ShadowPad|SharpDisco|XAgentOSX|ZxShell
T1071.003,,,Agent Tesla|BadPatch|CHOPSTICK|CORESHELL|Cannon|ComRAT|Goopy|IMAPLoader|JPIN|LightNeuron|LunarMail|NavRAT|NightClub|OLDBAIT|PowerExchange|RDAT|Remsec|SUGARDUMP|Uroburos|Zebrocy
T1071.004,,,Anchor|BONDUPDATER|BRICKSTORM|Cobalt Strike|Cobian RAT|DanBot|DarkGate|Denis|DnsSystem|Ebury|Gelsemium|Goopy|Green Lambert|HTTPBrowser|Helminth|Heyoka Backdoor|InvisiMole|Kevin|Matryoshka|Milan|Mori|NanHaiShu|NightClub|POWERSOURCE|POWRUNER|Pisloader|PlugX|QUADAGENT|RDAT|Remsec|SOUNDBITE|SUNBURST|ShadowPad|Shark|SombRAT|SysUpdate|SystemBC|TEXTMATE|Uroburos|WellMess
T1071.005,,,GLOOXMAIL
T1072,,,Wiper
T1074,,,Kevin|Kobalos|QUIETCANARY|Shark
T1074.001,,,ADVSTORESHELL|AppleSeed|Astaroth|Attor|AuTo Stealer|BADNEWS|BadPatch|BeaverTail|BoxCaon|CHIMNEYSWEEP|Calisto|Carbon|Catchamas|Chrommme|CorKLOG|Crutch|Cuckoo Stealer|DRYHOOK|DarkWatchman|Dtrack|Duqu|DustySky|Dyre|ECCENTRICBANDWAGON|Elise|Exaramel for Windows|FLASHFLOOD|FrameworkPOS|FunnyDream|GlassWorm|Gold Dragon|Helminth|InvisiMole|InvisibleFerret|KGH_SPY|KOPILUWAK|Kazuar|LAMEHUG|LODEINFO|LP-Notes|LightNeuron|LoFiSe|Lumma Stealer|LunarMail|MESSAGETAP|MacMa|Machete|Mafalda|MarkiRAT|Milan|MirrorStealer|Mis-Type|MoonWind|NETWIRE|NOKKI|NavRAT|NightClub|ObliqueRAT|Octopus|OilBooster|OopsIE|PACEMAKER|PAKLOG|PUNCHBUGGY|PUNCHTRACK|PlugX|PoisonIvy|PowerLess|Prikormka|Pteranodon|QakBot|RIFLESPINE|RainyDay|Ramsay|RawPOS|Rover|SLIGHTPULSE|SLOWPULSE|SPACESHIP|STARWHALE|SUGARDUMP|Sagerunex|SampleCheck5000|SocGholish|SombRAT|Trojan.Karagany|Troll Stealer|Turian|USBStealer|Ursnif|VersaMem|Zebrocy|ccf32|metaMain
T1074.002,,,ccf32
T1078,,,Dtrack|Duqu|Industroyer|Kinsing|LP-Notes|Linux Rabbit|SeaDuke
T1078.001,,,HyperStack|Stuxnet
T1078.002,,,Cobalt Strike|CreepySnail|Ryuk|Shamoon|Stuxnet
T1078.003,,,Cobalt Strike|Emotet|LockBit 3.0|NotPetya|Umbreon
T1078.004,,,Shai-Hulud
T1080,,,Conti|H1N1|InvisiMole|Miner-C|Ramsay|Stuxnet|Ursnif
T1082,,,4H RAT|ADVSTORESHELL|AcidPour|Action RAT|Agent Tesla|Akira|Amadey|Anchor|AppleJeus|AppleSeed|Aria-body|AshTag|Astaroth|AuTo Stealer|Avenger|Azorult|BACKSPACE|BADCALL|BADFLICK|BADHATCH|BISCUIT|BLINDINGCAN|BLUELIGHT|BOLDMOVE|BUBBLEWRAP|BabyShark|BackConfig|Backdoor.Oldrea|BadPatch|Bankshot|Bazar|BeaverTail|Bisonal|Black Basta|BlackByte Ransomware|BlackCat|BlackEnergy|Bonadan|BoomBox|Brave Prince|Bumblebee|Bundlore|CARROTBAT|CORESHELL|CaddyWiper|Cadelspy|Cannon|Carberp|Cardinal RAT|Caterpillar WebShell|ChChes|Chaes|CharmPower|Chrommme|Clambling|Comnie|CozyCar|Crimson|Cuckoo Stealer|Cyclops Blink|DEADEYE|DUSTTRAP|DarkComet|DarkGate|DarkTortilla|DarkWatchman|Denis|Derusbi|Diavol|DownPaper|Dridex|DropBook|Dtrack|DustySky|Dyre|EVILNUM|Egregor|Elise|Emissary|EnvyScout|Epic|Explosive|FALLCHILL|FELIXROOT|FatDuke|Felismus|Ferocious|FinFisher|Final1stspy|FlawedAmmyy|Fysbis|GRIFFON|Gelsemium|Get2|GlassWorm|Gold Dragon|GoldenSpy|Gomir|Gootloader|Grandoreiro|GravityRAT|Green Lambert|GrimAgent|HALFBAKED|HAPPYWORK|HAWKBALL|HOPLIGHT|Havoc|HermeticWiper|HexEval Loader|HiddenFace|Hildegard|HotCroissant|Hydraq|IMAPLoader|IceApple|IcedID|Industroyer|InnaputRAT|InvisiMole|InvisibleFerret|IronWind|Ixeshe|JPIN|KARAE|KEYMARBLE|KOCTOPUS|KOMPROGO|KONNI|Kapeka|Kasidet|Kazuar|Kerrdown|Kessel|Kevin|KeyBoy|Kobalos|Kwampirs|LAMEHUG|LITTLELAMB.WOOLTEA|LODEINFO|Latrodectus|LazyWiper|LightNeuron|LightSpy|Line Dancer|Linfo|LiteDuke|LitePower|Lizar|LockBit 2.0|LockBit 3.0|Lokibot|LoudMiner|Lucifer|Lumma Stealer|LunarMail|LunarWeb|MURKYTOP|MacMa|Machete|Mafalda|MagicRAT|Mango|Manjusaka|MarkiRAT|Maze|Medusa Ransomware|Metamorfo|Meteor|Micropsia|Milan|MiniDuke|MirageFox|Mis-Type|Misdat|Mispadu|MobileOrder|MoleNet|Mongall|MoonWind|More_eggs|NDiskMonitor|NETWIRE|NKAbuse|NOKKI|NOOPLDR|Naid|NanHaiShu|NavRAT|Neoichor|Netwalker|Nightdoor|Ninja|OSInfo|OSX/Shlayer|OSX_OCEANLOTUS.D|ObliqueRAT|OceanSalt|Octopus|OilBooster|Okrum|OopsIE|Orz|PLAINTEE|POORAIM|POWERSTATS|POWRUNER|PUBLOAD|PUNCHBUGGY|Pasam|Pay2Key|Penquin|Pikabot|PinchDuke|PingPull|PipeMon|Pisloader|PlugX|PoetRAT|Pony|PowerDuke|PowerShower|Prikormka|Proxysvc|PureCrypter|QakBot|Qilin|RATANKBA|RCSession|REvil|RIFLESPINE|ROKRAT|RTM|Raccoon Stealer|RansomHub|Raspberry Robin|Reaver|RedLeaves|RedLine Stealer|Remsec|Revenge RAT|Rifdoor|Rising Sun|RogueRobin|RotaJakiro|Royal|RunningRAT|RustyWater|S-Type|SDBbot|SHARPSTATS|SHUTTERSPEED|SLOTHFULMEDIA|SLOWDRIFT|SMOKEDHAM|SOUNDBITE|SPAWNCHIMERA|STARWHALE|SUNBURST|SVCReady|SYSCON|Sagerunex|Saint Bot|SampleCheck5000|Sardonic|ServHelper|ShadowPad|Shai-Hulud|Shamoon|Shark|SharpStage|ShrinkLocker|SideTwist|Skidmap|Snip3|SocGholish|SodaMaster|Solar|SombRAT|SoreFang|Spark|SpeakUp|SpicyOmelette|SplatCloak|Squirrelwaffle|SslMM|StealBit|StoneDrill|StreamEx|StrelaStealer|StrifeWater|Stuxnet|SynAck|Sys10|SysUpdate|SystemBC|T9000|TONESHELL|TURNEDUP|TajMahal|ThreatNeedle|TrickBot|Trojan.Karagany|Troll Stealer|Tsundere Botnet|Turian|UPPERCUT|Unknown Logger|Uroburos|Ursnif|VERMIN|Valak|Volgmer|WINDSHIELD|WINERACK|WarzoneRAT|WellMess|WinMM|Wingbird|Winnti for Windows|Woody RAT|XAgentOSX|XCSSET|XLoader|XORIndex Loader|YAHOYAH|ZLib|Zebrocy|ZeroT|Zeus Panda|ZxShell|ZxxZ|gh0st RAT|jRAT|macOS.OSAMiner|metaMain|njRAT|yty|zwShell
T1083,,,3PARA RAT|4H RAT|ADVSTORESHELL|ANELLDR|AcidPour|AcidRain|Action RAT|Akira|Akira _v2|Amadey|AppleSeed|Aria-body|AshTag|Attor|AuditCred|AutoIt backdoor|Avaddon|Avenger|AvosLocker|Azorult|BACKSPACE|BADFLICK|BADNEWS|BBSRAT|BLACKCOFFEE|BLINDINGCAN|BLUELIGHT|BOLDMOVE|BRICKSTORM|Babuk|BabyShark|BackConfig|Backdoor.Oldrea|BadPatch|Bandook|Bankshot|Bazar|BeaverTail|Bisonal|Black Basta|BlackCat|BlackEnergy|BlackMould|BoomBox|BoxCaon|Brave Prince|CHIMNEYSWEEP|CHOPSTICK|COATHANGER|CORALDECK|CaddyWiper|Cannon|Cardinal RAT|Caterpillar WebShell|ChChes|CharmPower|Cheerscrypt|China Chopper|Clambling|Clop|Cobalt Strike|Conti|CookieMiner|CosmicDuke|CreepyDrive|Crimson|CrossRAT|Cryptoistic|Cuba|Cuckoo Stealer|Cyclops Blink|DDKONG|DEATHRANSOM|DUSTTRAP|Dacls|DarkGate|DarkWatchman|Denis|Derusbi|Diavol|Doki|DropBook|Dtrack|DustySky|DynoWiper|ELMER|Elise|Embargo|Epic|Exbyte|FALLCHILL|FIVEHANDS|FLASHFLOOD|FYAnti|FatDuke|FinFisher|FoggyWeb|FruitFly|FunnyDream|Fysbis|Gelsemium|GeminiDuke|Gold Dragon|GoldenSpy|Gomir|GravityRAT|GrimAgent|HOPLIGHT|HTTPBrowser|Havoc|HermeticWiper|Heyoka Backdoor|HotCroissant|Hydraq|INC Ransomware|IceApple|Industroyer|InnaputRAT|InvisiMole|InvisibleFerret|Ixeshe|JPIN|KEYMARBLE|KGH_SPY|KONNI|Kasidet|Kazuar|KeyBoy|KillDisk|Kinsing|Kivars|Kwampirs|LAMEHUG|LITTLELAMB.WOOLTEA|LODEINFO|Latrodectus|LazyWiper|LightSpy|Linfo|LoFiSe|LockBit 2.0|LockBit 3.0|Lokibot|LookBack|LunarMail|LunarWeb|MESSAGETAP|MacMa|Machete|Mafalda|Mango|Manjusaka|MarkiRAT|Medusa Ransomware|MegaCortex|Megazord|Metamorfo|Micropsia|MiniDuke|Misdat|Mispadu|MobileOrder|MoonWind|MultiLayer Wiper|NDiskMonitor|NETEAGLE|NETWIRE|Nebulae|NightClub|Ninja|NotPetya|ODAgent|OSX/Shlayer|ObliqueRAT|OceanSalt|Octopus|Okrum|Orz|OutSteel|OwaAuth|P.A.S. Webshell|PACEMAKER|PLEAD|POORAIM|POWRUNER|Pasam|Pcexter|Penquin|Peppy|PinchDuke|PingPull|Pisloader|Playcrypt|PlugX|PoetRAT|PowerDuke|Prestige|Prikormka|Proxysvc|Psylo|Pteranodon|QakBot|Qilin|QuietSieve|RARSTONE|REvil|ROADSWEEP|ROKRAT|RTM|Raccoon Stealer|RainyDay|Ramsay|RansomHub|Raspberry Robin|RedLeaves|Remexi|Remsec|Rising Sun|Rover|Royal|Ryuk|SDBbot|SHOTPUT|SLOTHFULMEDIA|SOUNDBITE|SPACESHIP|SUGARDUMP|SUNBURST|SUNSPOT|Saint Bot|SameCoin|Samurai|Seasalt|SharpDisco|ShimRat|SideTwist|Siloscape|Skidmap|Smoke Loader|SombRAT|SoreFang|Spica|SplatCloak|StealBit|StreamEx|StrifeWater|StrongPity|Stuxnet|SynAck|SysUpdate|TAINTEDSCRIBE|TINYTYPHON|TSCookie|TYPEFRAME|Taidoor|TajMahal|ThreatNeedle|TrickBot|Trojan.Karagany|Troll Stealer|Turian|UPPERCUT|USBStealer|USBferry|Uroburos|Volgmer|WINERACK|WannaCry|WarzoneRAT|WastedLocker|WhisperGate|WinMM|WindTail|Winnti for Windows|Woody RAT|XAgentOSX|XCSSET|ZIPLINE|ZLib|Zebrocy|Zeus Panda|Zox|ZxShell|ccf32|down_new|jRAT|metaMain|njRAT|yty|zwShell
T1087,,,Havoc|TONESHELL|Woody RAT|XCSSET
T1087.001,,,Agent Tesla|Bankshot|Bazar|BitPaymer|Comnie|DUSTTRAP|Duqu|Elise|Epic|GeminiDuke|HyperStack|InvisiMole|InvisibleFerret|Kazuar|Kwampirs|MURKYTOP|MgBot|Milan|Mis-Type|OSInfo|P.A.S. Webshell|POWERSTATS|PUNCHBUGGY|Pikabot|Pony|Qilin|RATANKBA|Raccoon Stealer|RedLine Stealer|Remsec|S-Type|SHOTPUT|SMOKEDHAM|SoreFang|Stuxnet|SystemBC|TrickBot|USBferry|Valak
T1087.002,,,Bankshot|Bazar|BlackCat|BoomBox|Cobalt Strike|DUSTTRAP|IceApple|IcedID|LAMEHUG|Latrodectus|MgBot|OSInfo|POWRUNER|Qilin|RustyWater|SoreFang|Stuxnet|Sykipot|Valak
T1087.003,,,Backdoor.Oldrea|BoomBox|Emotet|Grandoreiro|Lizar|TrickBot
T1090,,,Aria-body|AuditCred|BADCALL|BADHATCH|Bisonal|Cardinal RAT|Dridex|FunnyDream|GoBear|Green Lambert|HARDRAIN|HOPLIGHT|Havoc|KEYPLUG|KOCTOPUS|Kapeka|Kessel|LITTLELAMB.WOOLTEA|LunarWeb|NETWIRE|Neo-reGeorg|PLEAD|RainyDay|RansomHub|SDBbot|Sagerunex|Samurai|Socksbot|SombRAT|TSCookie|TYPEFRAME|Ursnif|Vasport|WarzoneRAT|XTunnel|ZIPLINE|ZxShell|jRAT|reGeorg
T1090.001,,,BACKSPACE|BRICKSTORM|CHOPSTICK|Cobalt Strike|Drovorub|Duqu|FatDuke|GlassWorm|Gomir|HiddenFace|Hikit|InvisiMole|Kazuar|Mafalda|MiniDuke|Ninja|Pay2Key|StarProxy|Stuxnet|Winnti for Windows|metaMain
T1090.002,,,InvisiMole|Okrum|POWERSTATS|QUIETEXIT|QakBot|Regin|ShimRat|TrickBot|Winnti for Windows
T1090.003,,,Attor|BOLDMOVE|Cyclops Blink|Dok|Dridex|GreyEnergy|Industroyer|Keydnap|Kobalos|MacSpy|NGLite|NKAbuse|Ninja|Siloscape|StrongPity|SystemBC|Uroburos|Ursnif|WannaCry
T1090.004,,,Cobalt Strike|SMOKEDHAM
T1091,,,ANDROMEDA|Agent.btz|CHOPSTICK|Conficker|Crimson|DustySky|Flame|H1N1|HIUPAN|PlugX|QakBot|Ramsay|Raspberry Robin|SHIPSHAPE|Stuxnet|USBStealer|USBferry|Unknown Logger|Ursnif|njRAT
T1092,,,CHOPSTICK|USBStealer
T1095,,,Anchor|Aria-body|AuTo Stealer|BUBBLEWRAP|Bandook|Bisonal|COATHANGER|Carbon|Clambling|Cobalt Strike|Crimson|Cryptoistic|Cuckoo Stealer|Derusbi|Drovorub|FakeM|FunnyDream|Gelsemium|HiddenFace|HiddenWasp|InvisiMole|InvisibleFerret|J-magic|KEYPLUG|LITTLELAMB.WOOLTEA|Lizar|LookBack|LunarMail|MOPSLED|MacMa|Mafalda|Metamorfo|Mis-Type|Misdat|MoonWind|NETEAGLE|NETWIRE|Nebulae|Neo-reGeorg|Ninja|OSX_OCEANLOTUS.D|PHOREAL|Pay2Key|Penquin|PingPull|PipeMon|PlugX|QUIETEXIT|QakBot|RARSTONE|RCSession|REPTILE|RainyDay|Reaver|Regin|Remsec|RotaJakiro|Royal|SDBbot|SUGARUSH|Samurai|Sardonic|ShadowPad|SnappyTCP|SombRAT|Spica|StarProxy|StealBit|SystemBC|TONESHELL|TSCookie|Taidoor|Umbreon|Uroburos|WINDSHIELD|WarzoneRAT|WellMail|Winnti for Linux|Winnti for Windows|ZIPLINE|cd00r|gh0st RAT|metaMain|reGeorg
T1098,,,Calisto|Shai-Hulud
T1098.004,,,Bundlore|Skidmap|XCSSET
T1098.007,,,DarkGate|SMOKEDHAM|ServHelper
T1102,,,AshTag|BADHATCH|BRICKSTORM|Bazar|BoomBox|Bumblebee|CHIMNEYSWEEP|Carbon|CharmPower|DarkTortilla|Doki|DropBook|GuLoader|Hildegard|Latrodectus|MOPSLED|NETWIRE|Nightdoor|PureCrypter|Raspberry Robin|RedLine Stealer|SMOKEDHAM|SharpStage|ShrinkLocker|Sibot|Snip3|SocGholish|WhisperGate
T1102.001,,,Astaroth|BADNEWS|BLACKCOFFEE|CharmPower|GlassWorm|Grandoreiro|Javali|KEYPLUG|MOPSLED|Metamorfo|MiniDuke|PlugX|PolyglotDuke|RTM|TRANSLATEXT|Tsundere Botnet|Xbash
T1102.002,,,BADNEWS|BLACKCOFFEE|BLUELIGHT|BoxCaon|CALENDAR|Clambling|CloudDuke|ComRAT|Comnie|CozyCar|CreepyDrive|Crutch|DOGCALL|GLOOXMAIL|Grandoreiro|KARAE|Kazuar|LAMEHUG|LOWBALL|ODAgent|OilBooster|OilCheck|Orz|POORAIM|PowerStallion|RIFLESPINE|ROKRAT|RegDuke|Revenge RAT|RogueRobin|SLOWDRIFT|Sagerunex|SampleCheck5000|Small Sieve|TRANSLATEXT|UBoatRAT|yty
T1102.003,,,EVILNUM|HAMMERTOSS|Metamorfo|OnionDuke|Sagerunex|UPSTYLE
T1104,,,BACKSPACE|BLACKCOFFEE|Bazar|Chaos|JumbledPath|Latrodectus|LunarWeb|Snip3|Uroburos|Valak
