technique_id,technique_name,tactic,families
T1218.011,,,ADVSTORESHELL|Attor|BLINDINGCAN|Backdoor.Oldrea|Bad Rabbit|Bisonal|BoomBox|Briba|Bumblebee|CORESHELL|Cobalt Strike|Comnie|CozyCar|DDKONG|DEADEYE|EVILNUM|Egregor|Elise|Emissary|EnvyScout|FELIXROOT|FatDuke|Flame|FlawedAmmyy|FunnyDream|GreyEnergy|HermeticWizard|Heyoka Backdoor|IcedID|InvisiMole|JHUHUGIT|KONNI|Kapeka|Kwampirs|Latrodectus|Matryoshka|MegaCortex|Mispadu|Mongall|Mosquito|NOKKI|NativeZone|Ninja|NotPetya|PUNCHBUGGY|PolyglotDuke|PowerDuke|Prikormka|Pteranodon|QakBot|RTM|Ragnar Locker|Raspberry Robin|SDBbot|SUNBURST|SVCReady|Sakula|ServHelper|Sibot|Squirrelwaffle|StreamEx|StrelaStealer|Troll Stealer|USBferry|Winnti for Windows|ZxShell|gh0st RAT
T1218.012,,,Hancitor
T1218.013,,,TONESHELL
T1218.015,,,Lumma Stealer
T1219,,,Carbanak|Dridex|Egregor|Hildegard|InvisibleFerret|RTM|TrickBot
T1219.002,,,Qilin
T1220,,,Astaroth
T1221,,,Chaes|WarzoneRAT
T1222,,,Qilin
T1222.001,,,BitPaymer|BlackByte Ransomware|BlackCat|CaddyWiper|Grandoreiro|JPIN|Ryuk|WannaCry|WastedLocker
T1222.002,,,Black Basta|Bundlore|COATHANGER|DRYHOOK|Dok|Kinsing|OSX/Shlayer|OSX_OCEANLOTUS.D|P.A.S. Webshell|Penquin|XCSSET
T1480,,,Akira _v2|Anchor|Apostle|BOLDMOVE|BPFDoor|BitPaymer|BlackByte Ransomware|BoomBox|CHIMNEYSWEEP|DEADEYE|DarkGate|EnvyScout|Exbyte|GlassWorm|HiddenFace|LODEINFO|LazyWiper|LightSpy|LockBit 2.0|LockBit 3.0|LunarLoader|NativeZone|PureCrypter|Qilin|ROADSWEEP|ROAMINGHOUSE|RansomHub|Raspberry Robin|RedLine Stealer|SUNSPOT|Sagerunex|ShrinkLocker|Small Sieve|StealBit|StrelaStealer|Stuxnet|SystemBC|TONESHELL|Torisma|Tsundere Botnet|VaporRage
T1480.001,,,InvisiMole|Ninja|PUBLOAD|Pikabot|PowerPunch|ROKRAT|TONESHELL|Winnti for Windows
T1480.002,,,BPFDoor|Black Basta|CLAIMLOADER|Embargo|Gazer|GrimAgent|HiddenFace|LockBit 3.0|PlugX|PoisonIvy|PureCrypter|Qilin|REvil|SPAWNCHIMERA|SUNSPOT|StrelaStealer|TONESHELL|Troll Stealer
T1482,,,BADHATCH|Bazar|DUSTTRAP|IcedID|LAMEHUG|Latrodectus|MgBot|Pikabot|QakBot|SocGholish|TrickBot
T1484.001,,,Egregor|HermeticWiper|LockBit 2.0|LockBit 3.0|Meteor|Prestige|Qilin
T1485,,,AcidPour|AcidRain|Apostle|BlackEnergy|CaddyWiper|DEADWOOD|Diavol|DynoWiper|HermeticWiper|Industroyer|Kazuar|KillDisk|LazyWiper|Meteor|MultiLayer Wiper|Olympic Destroyer|PowerDuke|Proxysvc|REvil|SameCoin|Shai-Hulud|Shamoon|ShrinkLocker|StoneDrill|WhisperGate|Xbash
T1486,,,Akira|Akira _v2|Apostle|Avaddon|AvosLocker|Babuk|Bad Rabbit|BitPaymer|Black Basta|BlackByte 2.0 Ransomware|BlackByte Ransomware|BlackCat|Cheerscrypt|Clop|Conti|Cuba|DCSrv|DEATHRANSOM|DarkGate|Diavol|EKANS|Egregor|Embargo|FIVEHANDS|HELLOKITTY|INC Ransomware|JCry|KillDisk|LODEINFO|LockBit 2.0|LockBit 3.0|LockerGoga|Maze|Medusa Ransomware|MegaCortex|Megazord|Moneybird|Netwalker|NotPetya|Pay2Key|Playcrypt|Prestige|ProLock|Pysa|Qilin|REvil|ROADSWEEP|Ragnar Locker|RansomHub|RobbinHood|Royal|Ryuk|SamSam|Seth-Locker|Shamoon|ShrinkLocker|SynAck|ThiefQuest|WannaCry|WastedLocker|XCSSET|Xbash
T1489,,,Akira _v2|Avaddon|AvosLocker|BRICKSTORM|Babuk|BlackByte 2.0 Ransomware|BlackCat|Cheerscrypt|Clop|Conti|Cuba|DRYHOOK|Diavol|EKANS|Embargo|Hannotog|HermeticWiper|HotCroissant|INC Ransomware|Industroyer|InvisibleFerret|KillDisk|LockBit 2.0|LockBit 3.0|LookBack|Maze|Medusa Ransomware|MegaCortex|Megazord|Meteor|Netwalker|Olympic Destroyer|PHASEJAM|Pay2Key|Prestige|Pysa|Qilin|REvil|ROADSWEEP|Ragnar Locker|RansomHub|RobbinHood|Royal|Ryuk|SLOTHFULMEDIA|VIRTUALPITA|WannaCry
T1490,,,Akira|Avaddon|BFG Agonizer|Babuk|BitPaymer|Black Basta|BlackByte 2.0 Ransomware|BlackByte Ransomware|BlackCat|Clop|Conficker|Conti|DEATHRANSOM|DarkGate|DarkWatchman|Diavol|EKANS|Embargo|FIVEHANDS|H1N1|HELLOKITTY|HermeticWiper|INC Ransomware|InvisiMole|JCry|LockBit 2.0|LockBit 3.0|Maze|Medusa Ransomware|MegaCortex|Meteor|MultiLayer Wiper|Netwalker|Olympic Destroyer|Playcrypt|Prestige|ProLock|Pysa|Qilin|REvil|ROADSWEEP|Ragnar Locker|RansomHub|RobbinHood|Royal|Ryuk|WannaCry|WastedLocker
T1491.001,,,Black Basta|BlackCat|Diavol|INC Ransomware|Meteor|Qilin|ROADSWEEP|RansomHub|SameCoin|ShrinkLocker
T1495,,,Bad Rabbit|TrickBot
T1496.001,,,Bonadan|CookieMiner|DarkGate|Hildegard|Kinsing|LoudMiner|Lucifer|Skidmap
T1497,,,Agent Tesla|Bazar|Bisonal|Black Basta|Bumblebee|CHOPSTICK|Carberp|CozyCar|Egregor|Gelsemium|Hancitor|IcedID|Kevin|Metamorfo|Pteranodon|RTM|Raspberry Robin|RedLine Stealer|Squirrelwaffle|StoneDrill|StrelaStealer|XLoader
T1497.001,,,Astaroth|Attor|BLUELIGHT|BadPatch|Black Basta|BlackByte Ransomware|Bumblebee|DUSTTRAP|DarkGate|DarkTortilla|Denis|Dyre|EvilBunny|Exbyte|Ferocious|FinFisher|GoldMax|Grandoreiro|GravityRAT|GuLoader|HeartCrypt|InvisiMole|Latrodectus|Lucifer|Lumma Stealer|MegaCortex|Mispadu|NativeZone|Nightdoor|OSX_OCEANLOTUS.D|ObliqueRAT|Okrum|OopsIE|P8RAT|Pikabot|PlugX|PoetRAT|QakBot|ROKRAT|Raspberry Robin|RogueRobin|SUNBURST|SVCReady|Saint Bot|Shark|Smoke Loader|Snip3|SodaMaster|SynAck|Trojan.Karagany|UBoatRAT|WastedLocker|WhisperGate|XLoader|macOS.OSAMiner|yty
T1497.002,,,Cobalt Strike|Okrum|ROAMINGHOUSE|Spark|TONESHELL
T1497.003,,,AppleJeus|BADFLICK|Bazar|BendyBear|Bisonal|Bumblebee|Clambling|Clop|Crimson|DRATzarus|DarkTortilla|Egregor|EvilBunny|FatDuke|GoldMax|GoldenSpy|Gootloader|GrimAgent|GuLoader|Havoc|HermeticWiper|HiddenFace|IPsec Helper|LiteDuke|Lokibot|LunarWeb|Okrum|P8RAT|Pony|QakBot|Raindrop|RansomHub|SUNBURST|SVCReady|Saint Bot|Snip3|SodaMaster|StrifeWater|ThiefQuest|Tomiris|TrickBot|Ursnif|WhisperGate|XCSSET|metaMain
T1498,,,Lucifer|NKAbuse
T1499,,,OnionDuke|ZxShell
T1499.004,,,Industroyer
T1505.001,,,Stuxnet
T1505.002,,,LightNeuron
T1505.003,,,ASPXSpy|BUSHWALK|China Chopper|FRAMESTING|GLASSTOKEN|LIGHTWIRE|Line Runner|Neo-reGeorg|OwaAuth|P.A.S. Webshell|PHASEJAM|PHPsert|PULSECHECK|RAPIDPULSE|SEASHARPEE|SLIGHTPULSE|SPAWNCHIMERA|STEADYPULSE|SUPERNOVA|SnappyTCP|WIREFIRE|reGeorg
T1505.004,,,IceApple|OwaAuth|RGDoor
T1505.006,,,VIRTUALPIE
T1518,,,Bazar|Bundlore|CharmPower|Cobalt Strike|ComRAT|Cuckoo Stealer|Dridex|DustySky|Dyre|GlassWorm|HotCroissant|InvisiMole|InvisibleFerret|IronWind|KGH_SPY|LightSpy|LunarWeb|MarkiRAT|Metamorfo|Orz|P.A.S. Webshell|PUBLOAD|QakBot|RTM|Raccoon Stealer|RedLine Stealer|SUGARDUMP|SVCReady|Samurai|Siloscape|SocGholish|SpicyOmelette|StrelaStealer|TajMahal|Woody RAT|XCSSET|down_new
T1518.001,,,ABK|Action RAT|Amadey|Astaroth|AuTo Stealer|Avenger|BLUELIGHT|BadPatch|Bazar|BlackByte Ransomware|Bumblebee|CHIMNEYSWEEP|CHOPSTICK|Carberp|Clop|Comnie|CookieMiner|CozyCar|Crimson|DUSTTRAP|DarkGate|DarkTortilla|DarkWatchman|DustySky|EVILNUM|Epic|EvilBunny|Exbyte|FELIXROOT|Felismus|Ferocious|FinFisher|Flame|FlawedAmmyy|FunnyDream|Gelsemium|Gold Dragon|Grandoreiro|HiddenFace|IcedID|InvisiMole|JPIN|Kasidet|Latrodectus|LiteDuke|LitePower|Lizar|Lumma Stealer|LunarWeb|Mafalda|MarkiRAT|Medusa Ransomware|Metamorfo|Meteor|Micropsia|Mispadu|MoleNet|More_eggs|Mosquito|MuddyViper|Netwalker|NotPetya|POWERSTATS|POWRUNER|PUBLOAD|PUNCHBUGGY|PipeMon|Prikormka|PureCrypter|QakBot|ROAMINGHOUSE|RTM|Raspberry Robin|RedLine Stealer|Remsec|RogueRobin|RustyWater|SPAWNCHIMERA|SUNBURST|Skidmap|SpicyOmelette|SplatCloak|StoneDrill|StreamEx|StrongPity|Stuxnet|T9000|TAMECAT|TONESHELL|TajMahal|ThiefQuest|VERMIN|Valak|Waterbear|WhisperGate|Wingbird|Woody RAT|XCSSET|YAHOYAH|Zeus Panda|ZxxZ|build_downer|down_new|jRAT|xCaon
T1528,,,Shai-Hulud
T1529,,,AcidPour|AcidRain|Apostle|AvosLocker|BFG Agonizer|Black Basta|CHIMNEYSWEEP|DCSrv|DarkGate|DynoWiper|HermeticWiper|KillDisk|Latrodectus|LockerGoga|LookBack|Maze|MultiLayer Wiper|NotPetya|Olympic Destroyer|Qilin|Shamoon|ShrinkLocker|WhisperGate|XLoader
T1531,,,DEADWOOD|LockerGoga|MegaCortex|Meteor
T1534,,,SameCoin
T1539,,,BLUELIGHT|Chaes|CookieMiner|DarkGate|EVILNUM|GlassWorm|Grandoreiro|LODEINFO|Lumma Stealer|MgBot|QakBot|Raccoon Stealer|RedLine Stealer|Spica|TRANSLATEXT|TajMahal|XCSSET|XLoader
T1542.001,,,Hacking Team UEFI Rootkit|LoJax|Trojan.Mebromi
T1542.002,,,Cyclops Blink
T1542.003,,,BOOTRASH|Carberp|FinFisher|ROCKBOOT|TrickBot|WhisperGate
T1543,,,Akira _v2|BOLDMOVE|BRICKSTORM|Exaramel for Linux|IMAPLoader|LITTLELAMB.WOOLTEA|LunarMail
T1543.001,,,Bundlore|Calisto|CoinTicker|CookieMiner|CrossRAT|Cuckoo Stealer|Dacls|Dok|FruitFly|GlassWorm|Green Lambert|InvisibleFerret|Keydnap|Komplex|MacMa|MacSpy|NETWIRE|OSX_OCEANLOTUS.D|Proton|ThiefQuest|macOS.OSAMiner
T1543.002,,,Exaramel for Linux|Fysbis|Gomir|Hildegard|RIFLESPINE|RotaJakiro|Shai-Hulud|SysUpdate
T1543.003,,,Anchor|AppleJeus|Attor|AuditCred|BBSRAT|BOOKWORM|Bankshot|Bisonal|BitPaymer|Black Basta|BlackEnergy|Briba|Carbon|Catchamas|Clambling|Cobalt Strike|Conficker|CorKLOG|CosmicDuke|CozyCar|Cuba|DCSrv|DUSTPAN|Dtrack|Duqu|Dyre|Elise|Embargo|Emissary|Emotet|Exaramel for Windows|FALLCHILL|FinFisher|FunnyDream|Gelsemium|GoldenSpy|GreyEnergy|Hannotog|HermeticWiper|Hydraq|Industroyer|InnaputRAT|InvisiMole|JHUHUGIT|KONNI|Kazuar|KeyBoy|Kwampirs|LockBit 3.0|LoudMiner|Medusa Ransomware|MoonWind|Naid|Nebulae|Nerex|Nidiran|NightClub|Ninja|Okrum|Pandora|PingPull|PipeMon|PlugX|PoisonIvy|QakBot|RDAT|Ragnar Locker|RainyDay|RawPOS|Reaver|SLOTHFULMEDIA|STARWHALE|SUGARUSH|Sakula|Samurai|Seasalt|Shamoon|ShimRat|SplatDropper|StreamEx|StrongPity|Stuxnet|SysUpdate|TDTESS|TEARDROP|TONESHELL|TYPEFRAME|ThreatNeedle|TinyZBot|TrickBot|Uroburos|Ursnif|Volgmer|WannaCry|WastedLocker|Wiarp|Wingbird|Winnti for Windows|ZLib|ZeroT|ZxShell|gh0st RAT|hcdLoader|zwShell
T1543.004,,,AppleJeus|Bundlore|COATHANGER|Dacls|Green Lambert|LoudMiner|OSX_OCEANLOTUS.D|REPTILE|ThiefQuest|XCSSET
T1546,,,UPSTYLE|XCSSET
T1546.002,,,Gazer
T1546.003,,,BADHATCH|HOPLIGHT|Kevin|POSHSPY|POWERTON|RegDuke|Sardonic|SeaDuke|TrailBlazer|adbupd|metaMain
T1546.004,,,Green Lambert|Linux Rabbit|PHASEJAM|RotaJakiro|XCSSET
T1546.009,,,PUNCHBUGGY
T1546.010,,,Cherry Picker|Ramsay|T9000
T1546.011,,,Pillowmint|SDBbot|ShimRat
T1546.012,,,SDBbot|SUNBURST
T1546.015,,,ADVSTORESHELL|BBSRAT|ComRAT|Ferocious|JHUHUGIT|KONNI|Mosquito|SVCReady|WarzoneRAT
T1546.016,,,AppleJeus|Shai-Hulud
T1546.017,,,REPTILE
T1547,,,BoxCaon|Dtrack|Mis-Type|Misdat|xCaon
T1547.001,,,ADVSTORESHELL|ANDROMEDA|Agent Tesla|Amadey|AppleSeed|Aria-body|Astaroth|AuTo Stealer|Avaddon|AvosLocker|BACKSPACE|BADNEWS|BBSRAT|BabyShark|Backdoor.Oldrea|BadPatch|Bazar|Bisonal|BitPaymer|BlackEnergy|BoomBox|Briba|CLAIMLOADER|CORESHELL|Carbanak|Carberp|Cardinal RAT|ChChes|Chaes|Chinoxy|Clambling|Cobian RAT|Comnie|Conficker|CozyCar|Crimson|CrossRAT|DarkComet|DarkGate|DarkTortilla|DnsSystem|DownPaper|DustySky|EVILNUM|Elise|Embargo|Emissary|Emotet|EvilBunny|EvilGrab|FELIXROOT|FLASHFLOOD|FatDuke|FinFisher|Final1stspy|Flagpro|FlawedAmmyy|FunnyDream|GRIFFON|Gazer|Gelsemium|GlassWorm|Gold Dragon|Gootloader|Grandoreiro|GrimAgent|GuLoader|HIUPAN|HTTPBrowser|Hancitor|HeartCrypt|Helminth|Heyoka Backdoor|Hi-Zor|IcedID|InnaputRAT|InvisiMole|InvisibleFerret|Ixeshe|JCry|JHUHUGIT|KOCTOPUS|KONNI|Kasidet|Kazuar|LODEINFO|Latrodectus|LiteDuke|LoJax|LockBit 2.0|LookBack|Lucifer|Lumma Stealer|Machete|MagicRAT|MarkiRAT|Matryoshka|Maze|Metamorfo|Mispadu|Mivast|MoleNet|Mongall|Mosquito|MuddyViper|NETEAGLE|NETWIRE|NOKKI|NanHaiShu|NanoCore|NavRAT|Nebulae|ObliqueRAT|Octopus|Okrum|PLAINTEE|POWERSOURCE|POWERTON|PUBLOAD|PUNCHBUGGY|Pikabot|Pisloader|PlugX|PoetRAT|PoisonIvy|PowerDuke|PowerShower|Prikormka|Pteranodon|PureCrypter|QakBot|Qilin|RCSession|ROADSWEEP|RTM|Ramsay|RansomHub|Raspberry Robin|Reaver|RedLeaves|Remexi|Rifdoor|RogueRobin|Rover|RunningRAT|RustyWater|Ryuk|S-Type|SDBbot|SHIPSHAPE|SMOKEDHAM|SNUGRIDE|SPACESHIP|STARWHALE|Saint Bot|Sakula|SeaDuke|Seasalt|ServHelper|SharpStage|ShimRat|Small Sieve|Smoke Loader|Snip3|SslMM|StrongPity|Sykipot|SysUpdate|TAINTEDSCRIBE|TINYTYPHON|TONESHELL|TURNEDUP|Taidoor|ThreatNeedle|TinyZBot|TrickBot|Trojan.Karagany|Truvasys|Tsundere Botnet|Turian|USBStealer|Ursnif|VBShower|Vasport|WarzoneRAT|Winnti for Windows|XLoader|Xbash|Zebrocy|Zeus Panda|build_downer|gh0st RAT|njRAT
T1547.002,,,Flame
T1547.004,,,Bazar|Cannon|DarkTortilla|Dipsind|Gazer|KeyBoy|LockBit 3.0|Qilin|Remexi|Revenge RAT
T1547.006,,,Drovorub|REPTILE|Skidmap
T1547.008,,,Pasam|Wingbird
T1547.009,,,Astaroth|BACKSPACE|Bazar|BlackEnergy|Comnie|FELIXROOT|Gazer|Grandoreiro|Helminth|InvisiMole|KONNI|Kazuar|MarkiRAT|Micropsia|Okrum|Reaver|RedLeaves|RogueRobin|S-Type|SHIPSHAPE|SPACESHIP|SeaDuke|SslMM|TinyZBot
T1547.012,,,Gelsemium|PipeMon
T1547.013,,,CrossRAT|Fysbis|InvisibleFerret|NETWIRE|RotaJakiro
T1547.014,,,PoisonIvy
T1547.015,,,Dok|Green Lambert|NETWIRE
T1548,,,Raspberry Robin
T1548.001,,,Exaramel for Linux|Keydnap
T1548.002,,,AppleJeus|AutoIt backdoor|Avaddon|BADHATCH|Bad Rabbit|BitPaymer|BlackCat|BlackEnergy|Bumblebee|CHIMNEYSWEEP|Clambling|Cobalt Strike|DarkGate|Downdelph|FinFisher|Gelsemium|Grandoreiro|H1N1|HTTPTroy|InvisiMole|KOCTOPUS|KONNI|LockBit 2.0|LockBit 3.0|Lokibot|PLAINTEE|PipeMon|Qilin|RCSession|RTM|Ramsay|Raspberry Robin|Saint Bot|Sakula|Shamoon|ShimRat|UPPERCUT|WarzoneRAT|WastedLocker|Winnti for Windows|ZeroT
T1548.003,,,Cobalt Strike|Dok|Proton|Shai-Hulud
T1548.004,,,OSX/Shlayer
T1548.006,,,XCSSET
T1550,,,FoggyWeb
T1550.001,,,CreepyDrive|Shai-Hulud
T1550.002,,,BADHATCH|Cobalt Strike|HOPLIGHT
T1550.003,,,SeaDuke
T1552,,,Astaroth|DarkGate
T1552.001,,,Agent Tesla|Azorult|BlackEnergy|Emotet|Hildegard|Pysa|Shai-Hulud|Smoke Loader|StrelaStealer|TrickBot|XTunnel|jRAT|pngdowner
T1552.002,,,Agent Tesla|IceApple|StrelaStealer|TrickBot|Valak
T1552.003,,,Kinsing
T1552.004,,,Ebury|FoggyWeb|Hildegard|Kinsing|Machete|Mafalda|Troll Stealer|jRAT
T1552.005,,,Hildegard|Shai-Hulud
T1552.006,,,MirrorStealer
T1553,,,Shai-Hulud
T1553.001,,,CoinTicker|Cuckoo Stealer|MacMa|OSX/Shlayer|OSX_OCEANLOTUS.D|XCSSET
T1553.002,,,Anchor|AppleJeus|BLINDINGCAN|BOOKWORM|BOOSTWRITE|BackConfig|Bandook|Bazar|Black Basta|CHIMNEYSWEEP|ChChes|Clop|Cobalt Strike|CorKLOG|Daserf|Ebury|Ecipekac|Epic|Gazer|GoBear|GreyEnergy|Helminth|HermeticWiper|HermeticWizard|Janicab|LockerGoga|Lumma Stealer|MacMa|Metamorfo|More_eggs|Nerex|PAKLOG|PUBLOAD|PipeMon|QakBot|ROADSWEEP|RTM|RedLine Stealer|SPAWNCHIMERA|STATICPLUGIN|SUNBURST|SpicyOmelette|SplatDropper|StrelaStealer|StrongPity|Stuxnet|SysUpdate|TONESHELL|TrickBot|Troll Stealer|ZeroCleare
T1553.004,,,Dok|Hikit|RTM
T1553.005,,,Amadey|QakBot
T1553.006,,,BlackEnergy|Hikit|Pandora
T1554,,,BFG Agonizer|BOLDMOVE|BUSHWALK|Bonadan|Ebury|FRAMESTING|GlassWorm|Industroyer|Kessel|Kobalos|LIGHTWIRE|LITTLELAMB.WOOLTEA|PHASEJAM|SLOWPULSE|ThiefQuest|WARPWIRE|WIREFIRE|XCSSET
T1555,,,Agent Tesla|Astaroth|BeaverTail|Carberp|CosmicDuke|DarkGate|KGH_SPY|Lokibot|Manjusaka|Matryoshka|MgBot|MirrorStealer|Mispadu|NETWIRE|OLDBAIT|PLEAD|PinchDuke|Prikormka|RedLine Stealer|XLoader
T1555.001,,,BeaverTail|Calisto|Cuckoo Stealer|GlassWorm|Green Lambert|LightSpy|MacMa|Proton|iKitten
T1555.002,,,Keydnap
T1555.003,,,Agent Tesla|Azorult|BLUELIGHT|Backdoor.Oldrea|BeaverTail|BlackEnergy|Carberp|ChChes|Chaes|CookieMiner|CosmicDuke|Crimson|Emotet|GlassWorm|Grandoreiro|H1N1|InvisibleFerret|Javali|KGH_SPY|KONNI|KeyBoy|Lizar|Lokibot|Lumma Stealer|Machete|Manjusaka|Melcoz|MgBot|MirrorStealer|Mispadu|NETWIRE|OLDBAIT|Olympic Destroyer|PLEAD|PinchDuke|PoetRAT|Prikormka|Proton|QakBot|ROKRAT|Raccoon Stealer|RainyDay|RedLeaves|RedLine Stealer|SUGARDUMP|Smoke Loader|TRANSLATEXT|TSCookie|TrickBot|Trojan.Karagany|Unknown Logger|WarzoneRAT|XAgentOSX|XLoader|Zebrocy|jRAT|njRAT
T1555.004,,,KGH_SPY|Lizar|ROKRAT|RainyDay|Valak
T1555.005,,,InvisibleFerret|MarkiRAT|Proton|TrickBot
T1555.006,,,Shai-Hulud
T1556,,,DRYHOOK|Ebury|Kessel
T1556.001,,,Skeleton Key
T1556.002,,,Remsec
T1556.003,,,Ebury|Skidmap
T1556.004,,,DRYHOOK|SLOWPULSE|SYNful Knock
T1556.006,,,SLOWPULSE
T1557,,,Dok|Line Runner
T1559,,,Cyclops Blink|Havoc|HyperStack|LunarWeb|Medusa Ransomware|Ninja|OilBooster|PITSTOP|ROADSWEEP|Raspberry Robin|RotaJakiro|SPAWNCHIMERA|StealBit|TONESHELL|Uroburos
T1559.001,,,Bumblebee|CLAIMLOADER|DarkTortilla|FunnyDream|Gelsemium|HermeticWizard|InvisiMole|Latrodectus|Milan|Neoichor|POWERSTATS|Ramsay|Raspberry Robin|RustyWater|STATICPLUGIN|TrickBot|Ursnif
T1559.002,,,GravityRAT|HAWKBALL|KeyBoy|POWERSTATS|PoetRAT|RTM|Ramsay|Valak
T1560,,,ADVSTORESHELL|Agent Tesla|AppleSeed|Aria-body|BLUELIGHT|Backdoor.Oldrea|Bumblebee|Cadelspy|Chrommme|Daserf|Dtrack|Epic|Exaramel for Windows|FELIXROOT|Gold Dragon|JumbledPath|KONNI|Kessel|LP-Notes|LightNeuron|Lizar|LoFiSe|Lurid|Machete|MuddyViper|NETWIRE|Pillowmint|PowerLess|Prikormka|Proton|Raccoon Stealer|Remexi|RunningRAT|Spica|TAINTEDSCRIBE|Troll Stealer|VERMIN|WellMail|XCSSET|Zebrocy
T1560.001,,,AppleSeed|BeaverTail|CORALDECK|Calisto|Crutch|Daserf|DustySky|GlassWorm|IceApple|InvisiMole|InvisibleFerret|LAMEHUG|LunarWeb|Micropsia|Octopus|Okrum|OopsIE|PUBLOAD|PUNCHBUGGY|PoetRAT|PowerShower|Ramsay|Sagerunex|SampleCheck5000|TONESHELL|Turian|WindTail|ccf32|iKitten
T1560.002,,,BADFLICK|BBSRAT|Cardinal RAT|Denis|Epic|FoggyWeb|FunnyDream|InvisiMole|LunarWeb|OSX_OCEANLOTUS.D|SeaDuke|TajMahal|ZLib
T1560.003,,,ADVSTORESHELL|Agent.btz|Attor|BLUELIGHT|Duqu|FLASHFLOOD|FoggyWeb|FrameworkPOS|FunnyDream|HAWKBALL|InvisiMole|MESSAGETAP|Machete|NETWIRE|OSX_OCEANLOTUS.D|Okrum|OopsIE|OwaAuth|RGDoor|Ramsay|RawPOS|Reaver|Rising Sun|SPACESHIP|SUGARDUMP|SombRAT|Squirrelwaffle|StrongPity|Stuxnet|T9000|metaMain
T1561.001,,,AcidPour|AcidRain|Apostle|BlackCat|DEADWOOD|DarkGate|HermeticWiper|MegaCortex|StoneDrill|VPNFilter|WhisperGate
T1561.002,,,BFG Agonizer|CaddyWiper|DEADWOOD|HermeticWiper|KillDisk|MultiLayer Wiper|Shamoon|ShrinkLocker|StoneDrill|WhisperGate|ZeroCleare
T1563.001,,,MEDUSA
T1563.002,,,WannaCry
T1564,,,Bundlore|DarkTortilla|NOOPLDR|OSX/Shlayer|Tarrask|WarzoneRAT
T1564.001,,,Agent Tesla|AppleJeus|Attor|BackConfig|CLAIMLOADER|COATHANGER|Calisto|Carberp|Clambling|CoinTicker|Cuckoo Stealer|Dacls|DarkGate|EnvyScout|Explosive|FruitFly|HIUPAN|InvisiMole|Ixeshe|Komplex|Lokibot|LoudMiner|MacSpy|Machete|Micropsia|NETWIRE|OSX/Shlayer|OSX_OCEANLOTUS.D|Okrum|PlugX|PoetRAT|QakBot|REPTILE|Rising Sun|SLOTHFULMEDIA|SysUpdate|ThiefQuest|WannaCry|WastedLocker|XCSSET|ccf32|iKitten
T1564.002,,,SMOKEDHAM
T1564.003,,,Agent Tesla|Astaroth|AvosLocker|BONDUPDATER|BOOKWORM|CANONSTAGER|Cuba|GlassWorm|HAMMERTOSS|HotCroissant|IMAPLoader|InvisiMole|InvisibleFerret|KOCTOPUS|Kevin|KeyBoy|Kivars|LockBit 2.0|Lumma Stealer|Medusa Ransomware|Metamorfo|Meteor|OilBooster|PlugX|PowerShower|PureCrypter|QUIETCANARY|QuietSieve|SharpDisco|Snip3|StrongPity|SystemBC|TrickBot|Tsundere Botnet|Ursnif|WarzoneRAT|WindTail
T1564.004,,,Anchor|Astaroth|BitPaymer|DEADEYE|Gazer|Latrodectus|LoJax|POWERSOURCE|PowerDuke|Regin|Valak|WastedLocker|Zeroaccess
T1564.005,,,BOOTRASH|ComRAT|Regin|Uroburos
T1564.006,,,LoudMiner|Maze|Ragnar Locker
T1564.009,,,Keydnap|OSX/Shlayer
T1564.010,,,Cobalt Strike|SombRAT
T1564.011,,,BOLDMOVE|BPFDoor|GoldMax|OSX/Shlayer|Shai-Hulud
T1565,,,PHASEJAM
T1565.001,,,MultiLayer Wiper|SUNSPOT
T1565.002,,,GlassWorm|LightNeuron|Melcoz|Metamorfo
T1566,,,Hikit|INC Ransomware|Royal
T1566.001,,,Agent Tesla|AppleSeed|Astaroth|BADFLICK|BLINDINGCAN|Bandook|Bisonal|Bumblebee|Chaes|Clambling|DanBot|DarkGate|DarkTortilla|DarkWatchman|Emotet|EnvyScout|Flagpro|Hancitor|IcedID|JSS Loader|Javali|KOCTOPUS|KONNI|KOPILUWAK|Kerrdown|LAMEHUG|LODEINFO|Latrodectus|Lokibot|Lumma Stealer|Metamorfo|NETWIRE|OceanSalt|Octopus|OutSteel|PoetRAT|Pony|QakBot|Qilin|REvil|ROKRAT|RTM|Ramsay|Rifdoor|RustyWater|SVCReady|Saint Bot|Snip3|Squirrelwaffle|StrelaStealer|Taidoor|ThreatNeedle|TrickBot|Valak|WarzoneRAT|Woody RAT|XLoader|ZxxZ
T1566.002,,,AppleJeus|Bazar|Bumblebee|DarkGate|Emotet|Grandoreiro|GuLoader|Hancitor|Havoc|Javali|KOCTOPUS|Kerrdown|Latrodectus|Lumma Stealer|Melcoz|Mispadu|NETWIRE|OutSteel|Pony|QakBot|Qilin|ROAMINGHOUSE|Saint Bot|Snip3|SocGholish|SpicyOmelette|Squirrelwaffle|TrickBot|Valak
T1566.003,,,Ninja
T1567,,,AppleSeed|DropBook|Exbyte|InvisibleFerret|OilCheck|SampleCheck5000
T1567.001,,,Shai-Hulud
T1567.002,,,BoomBox|BoxCaon|Clambling|CreepyDrive|Crutch|HAMMERTOSS|ODAgent|Octopus|OilBooster|Pcexter|RIFLESPINE|ROKRAT|RainyDay|Tsundere Botnet
T1567.004,,,Shai-Hulud
