canonical_name,aliases,classification,description,uuid,source_cluster
Spamthru,Spam-DComServ|Covesmer|Xmiler,malware,"Spam Thru represented an expontential jump in the level of sophistication and complexity of these botnets, harnessing a 70,000 strong peer to peer botnet seeded with the Spam Thru Trojan. Spam Thru is also known by the Aliases Backdoor.Win32.Agent.uu, Spam-DComServ and Troj_Agent.Bor. Spam Thru was unique because it had its own antivirus engine designed to remove any other malicious programs residing in the same infected host machine so that it can get unlimited access to the machine’s processin",3da8c2f9-dbbf-4825-9010-2261b2007d22,botnet.json
Gumblar,,malware,"Gumblar is a malicious JavaScript trojan horse file that redirects a user's Google searches, and then installs rogue security software. Also known as Troj/JSRedir-R this botnet first appeared in 2009.",5b83d0ac-3661-465e-b3ab-ca182d1eacad,botnet.json
BredoLab,Oficla,malware,"The Bredolab botnet, also known by its alias Oficla, was a Russian botnet mostly involved in viral e-mail spam. Before the botnet was eventually dismantled in November 2010 through the seizure of its command and control servers, it was estimated to consist of millions of zombie computers.",65a30580-d542-4113-b00f-7fab98bd046c,botnet.json
Grum,Tedroo|Reddyb,malware,"The Grum botnet, also known by its alias Tedroo and Reddyb, was a botnet mostly involved in sending pharmaceutical spam e-mails. Once the world's largest botnet, Grum can be traced back to as early as 2008. At the time of its shutdown in July 2012, Grum was reportedly the world's 3rd largest botnet, responsible for 18% of worldwide spam traffic.",a2a601db-2ae7-4695-ac0c-0a3ea8822356,botnet.json
Mega-D,Ozdok,malware,"The Mega-D, also known by its alias of Ozdok, is a botnet that at its peak was responsible for sending 32% of spam worldwide.",c12537fc-1de5-4d12-ae36-649f32919059,botnet.json
Kraken,Kracken,malware,"The Kraken botnet was the world's largest botnet as of April 2008. Researchers say that Kraken infected machines in at least 50 of the Fortune 500 companies and grew to over 400,000 bots. It was estimated to send 9 billion spam messages per day. Kraken botnet malware may have been designed to evade anti-virus software, and employed techniques to stymie conventional anti-virus software.",e721809b-2785-4ce3-b95a-7fde2762f736,botnet.json
Festi,Spamnost,malware,"The Festi botnet, also known by its alias of Spamnost, is a botnet mostly involved in email spam and denial of service attacks.",b76128e3-cea5-4df8-8d23-d9f3305e5a14,botnet.json
Vulcanbot,,malware,"Vulcanbot is the name of a botnet predominantly spread in Vietnam, apparently with political motives. It is thought to have begun in late 2009.",dfd17a50-65df-4ddc-899e-1052e5001a1f,botnet.json
LowSec,LowSecurity|FreeMoney|Ring0.Tools,malware,,533e3474-d08d-4d02-8adc-3765750dd3a3,botnet.json
TDL4,TDSS|Alureon,malware,"Alureon (also known as TDSS or TDL-4) is a trojan and bootkit created to steal data by intercepting a system's network traffic and searching for: banking usernames and passwords, credit card data, PayPal information, social security numbers, and other sensitive user data. Following a series of customer complaints, Microsoft determined that Alureon caused a wave of BSoDs on some 32-bit Microsoft Windows systems. The update, MS10-015,triggered these crashes by breaking assumptions made by the malw",61a17703-7837-4cc9-b022-b5ed6b30efc1,botnet.json
Zeus,Zbot|ZeuS|PRG|Wsnpoem|Gorhax|Kneber,malware,"Zeus, ZeuS, or Zbot is a Trojan horse malware package that runs on versions of Microsoft Windows. While it can be used to carry out many malicious and criminal tasks, it is often used to steal banking information by man-in-the-browser keystroke logging and form grabbing. It is also used to install the CryptoLocker ransomware. Zeus is spread mainly through drive-by downloads and phishing schemes. First identified in July 2007 when it was used to steal information from the United States Department",e878d24d-f122-48c4-930c-f6b6d5f0ee28,botnet.json
Kelihos,Hlux,malware,"The Kelihos botnet, also known as Hlux, is a botnet mainly involved in spamming and the theft of bitcoins.",07b10419-e8b5-4b5f-a179-77fc9b127dc6,botnet.json
Ramnit,,malware,"Ramnit is a Computer worm affecting Windows users. It was estimated that it infected 800 000 Windows PCs between September and December 2011. The Ramnit botnet was dismantled by Europol and Symantec securities in 2015. In 2015, this infection was estimated at 3 200 000 PCs.",8ed81090-f098-4878-b87e-2d801b170759,botnet.json
Zer0n3t,Fib3rl0g1c|Zer0n3t|Zer0Log1x,malware,,417c36fb-fff7-40df-8387-07169113b9b4,botnet.json
Chameleon,,malware,"The Chameleon botnet is a botnet that was discovered on February 28, 2013 by the security research firm, spider.io. It involved the infection of more than 120,000 computers and generated, on average, 6 million US dollars per month from advertising traffic. This traffic was generated on infected systems and looked to advertising parties as regular end users which browsed the Web, because of which it was seen as legitimate web traffic. The affected computers were all Windows PCs with the majority ",3084cd06-e415-4ff0-abd0-cf8fbf67c53c,botnet.json
Mirai,,malware,"Mirai (Japanese for ""the future"", 未来) is a malware that turns networked devices running Linux into remotely controlled ""bots"" that can be used as part of a botnet in large-scale network attacks. It primarily targets online consumer devices such as IP cameras and home routers. The Mirai botnet was first found in August 2016 by MalwareMustDie, a whitehat malware research group, and has been used in some of the largest and most disruptive distributed denial of service (DDoS) attacks, including an a",fcdfd4af-da35-49a8-9610-19be8a487185,botnet.json
XorDDoS,,malware,XOR DDOS is a Linux trojan used to perform large-scale DDoS,5485d149-79b5-451e-b48c-a020eced3515,botnet.json
Satori,Okiru,malware,"According to a report Li shared with Bleeping Computer today, the Mirai Satori variant is quite different from all previous pure Mirai variants.Previous Mirai versions infected IoT devices and then downloaded a Telnet scanner component that attempted to find other victims and infect them with the Mirai bot.The Satori variant does not use a scanner but uses two embedded exploits that will try to connect to remote devices on ports 37215 and 52869.Effectively, this makes Satori an IoT worm, being a",e77cf495-632a-4459-aad1-cdf29d73683f,botnet.json
BetaBot,,malware,,3d7c771b-b175-41c9-8ba1-904ef29715fa,botnet.json
Hajime,,malware,"Hajime (meaning ‘beginning’ in Japanese) is an IoT worm that was first mentioned on 16 October 2016 in a public report by RapidityNetworks. One month later we saw the first samples being uploaded from Spain to VT. This worm builds a huge P2P botnet (almost 300,000 devices at the time of publishing this blogpost), but its real purpose remains unknown.
It is worth mentioning that in the past, the Hajime IoT botnet was never used for massive DDoS attacks, and its existance was a mystery for many re",383fd414-3805-11e8-ac12-c7b5af38ff67,botnet.json
Muhstik,,malware,"The botnet is exploiting the CVE-2018-7600 vulnerability —also known as Drupalgeddon 2— to access a specific URL and gain the ability to execute commands on a server running the Drupal CMS.
At the technical level, Netlab says Muhstik is built on top of Tsunami, a very old strain of malware that has been used for years to create botnets by infecting Linux servers and smart devices running Linux-based firmware.
Crooks have used Tsunami initially for DDoS attacks, but its feature-set has greatly ex",8364b00c-46c6-11e8-a78e-9bcc5609574f,botnet.json
Hide and Seek,HNS|Hide 'N Seek,malware,"Security researchers have discovered the first IoT botnet malware strain that can survive device reboots and remain on infected devices after the initial compromise.
This is a major game-changing moment in the realm of IoT and router malware. Until today, equipment owners could always remove IoT malware from their smart devices, modems, and routers by resetting the device.
The reset operation flushed the device's flash memory, where the device would keep all its working data, including IoT malwa",cdf1148c-5358-11e8-87e5-ab60d455597f,botnet.json
Mettle,,malware,Command-and-control panel and the scanner of this botnet is hosted on a server residing in Vietnam. Attackers have been utilizing an open-sourced Mettle attack module to implant malware on vulnerable routers.,77a308b6-575d-11e8-89a9-3f6a2a9c08bb,botnet.json
Owari,,malware,"IoT botnet, Mirai variant that has added three exploits to its arsenal. After a successful exploit, this bot downloads its payload,  Owari bot - another Mirai variant - or Omni bot. Author is called WICKED",f24ad5ca-04c5-4cd0-bd72-209ebce4fdbc,botnet.json
Brain Food,,malware,"Brain Food is usually the second step in a chain of redirections, its PHP code is polymorphic and obfuscated with multiple layers of base64 encoding. Backdoor functionalities are also embedded in the code allowing remote execution of shell code on web servers which are configured to allow the PHP 'system' command.",f293c553-8b03-40b3-a125-f9ae66a72d99,botnet.json
Pontoeb,N0ise,malware,"The bot gathers information from the infected system through WMI queries (SerialNumber, SystemDrive, operating system, processor architecture), which it then sends back to a remote attacker. It installs a backdoor giving an attacker the possibility to run command such as: download a file, update itself, visit a website and perform HTTP, SYN, UDP flooding",bc60de19-27a5-4df8-a835-70781b923125,botnet.json
Trik Spam Botnet,Trik Trojan,malware,,c68d5e64-7485-11e8-8625-2b14141f0501,botnet.json
Madmax,Mad Max,malware,,7a6fcec7-3408-4371-907b-cbf8fc931b66,botnet.json
Pushdo,,malware,,94d12a03-6ae8-4006-a98f-80c15e6f95c0,botnet.json
Simda,,malware,,347e7a64-8ee2-487f-bcb3-ca7564fa836c,botnet.json
Virut,,malware,,cc1432a1-6580-4338-b119-a43236528ea1,botnet.json
Beebone,,malware,,49b13880-9baf-4ae0-9171-814094b03d89,botnet.json
Bamital,Mdrop-CSK|Agent-OCF,malware,,07815089-e2c6-4084-9a62-3ece7210f33f,botnet.json
Gafgyt,Bashlite,malware,"Linux.Gafgyt is a Trojan horse that opens a back door on the compromised computer and steals information.  The new Gafgyt version targets a newly disclosed vulnerability affecting older, unsupported versions of SonicWall’s Global Management System (GMS).",40795af6-b721-11e8-9fcb-570c0b384135,botnet.json
