canonical_name,aliases,classification,description,uuid,source_cluster
OLDBAIT,Sasfis,malware,"According to FireEye, OLDBAIT is a credential stealer that has been observed to be used by APT28.
It targets Internet Explorer, Mozilla Firefox, Eudora, The Bat! (an email client by a Moldovan company), and Becky! (an email client made by a Japanese company). It can use both HTTP or SMTP to exfiltrate data.
In some places it is mistakenly named ""Sasfis"", which however seems to be a completely different and unrelated malware family.",b79a6b61-f122-4823-a4ab-bbab89fcaf75,malpedia.json
Olympic Destroyer,SOURGRAPE,malware,Malware which seems to have no function other than to disrupt computer systems related to the 2018 Winter Olympic event.,f3ba8a50-0105-4aa9-90b2-01df15f50b28,malpedia.json
Ondritols,Onedrivetools,malware,"According to Symantec, this malware has been deployed against IT services companies in the U.S. and Europe. A multi-stage backdoor, the first stage is a downloader that authenticates to Microsoft Graph API and downloads the second stage payload from OneDrive and executes it. The main payload will download a publicly available file from GitHub. It will then create a folder in OneDrive named deviceId_n_<ip address> for each infected machine and upload a file to OneDrive to signal the attackers the",ae7da05e-0ea6-4a9d-a0fa-8bfe9c74a20c,malpedia.json
ONHAT,,malware,,82733125-da67-44ff-b2ac-b16226088211,malpedia.json
Oni,,malware,Ransomware.,c182f370-4721-4968-a3b1-a7e96ab876df,malpedia.json
OnionDuke,,malware,"OnionDuke is a new sophisticated piece of malware distributed by threat actors through a malicious exit node on the Tor anonymity network appears to be related to the notorious MiniDuke, researchers at F-Secure discovered. According to experts, since at least February 2014, the threat actors have also distributed the threat through malicious versions of pirated software hosted on torrent websites. ",abd10caa-7d4c-4c22-8dae-8d32f13232d7,malpedia.json
OnlinerSpambot,Onliner|SBot,malware,"A spambot that has been observed being used for spreading Ursnif, Zeus Panda, Andromeda or Netflix phishing against Italy and Canada.

",6cf05dad-86c8-4f46-b5b8-0a004360563f,malpedia.json
OopsIE,,malware,,d07c3def-91af-4d9b-bdf7-62c9e0b44968,malpedia.json
Opachki,,malware,,f50de0a8-35a7-406e-9f53-8f7d5448e1e7,malpedia.json
OpcJacker,,malware,,22f732f4-efcf-4eb5-8c51-8338dfd33297,malpedia.json
OpenSUpdater,,malware,,03d44ec8-ebb4-4d90-9773-c11f4a7de074,malpedia.json
OpenCarrot,,malware,,7fb5882e-1682-45d3-9dfb-204e6c1ca4c9,malpedia.json
OpGhoul,,malware,This entry serves as a placeholder of malware observed during Operation Ghoul. The samples will likely be assigned to their respective families. Some families involved and identified were Alina POS (Katrina variant) and TreasureHunter POS.,25a280b2-0260-4593-bf8c-7062dfdc6c38,malpedia.json
OpBlockBuster,,malware,,25c962c5-5616-4fe3-ad44-68c4ac4c726d,malpedia.json
ORANGEADE,,malware,FireEye details ORANGEADE as a dropper for the CREAMSICLE malware.,092262b0-c631-400d-9f38-017cd59a14fd,malpedia.json
OrcaRAT,,malware,"OrcaRAT is a Backdoor that targets the Windows platform. It has been reported that a variant of this malware has been used in a targeted attack. It contacts a remote server, sending system information. Moreover, it receives control commands to execute shell commands, and download/upload a file, among other actions.",08103f1c-f83d-4037-a1ae-109b06f79226,malpedia.json
Orchard,Antavmu,malware,A malware generating DGA domains seeded by the Bitcoin Genesis Block. This family has strong code overlap with win.victorygate.,094159e7-cc4f-4c47-b24e-b0a32ba23a58,malpedia.json
Orcus RAT,Schnorchel,malware,"Orcus has been advertised as a Remote Administration Tool (RAT) since early 2016. It has all the features that would be expected from a RAT and probably more. The long list of the commands is documented on their website. But what separates Orcus from the others is its capability to load custom plugins developed by users, as well as plugins that are readily available from the Orcus repository. In addition to that, users can also execute C# and VB.net code on the remote machine in real-time.",c41e7fdd-f1b1-4b87-97d7-634202af8b61,malpedia.json
Ordinypt,GermanWiper|HSDFSDCrypt,malware,"This malware claims to be a ransomware, but it's actually a wiper. After execution, this malware terminates a number of processes such as database processes, likely to allow access to any files that these programs may have held open. Ordinypt will avoid wiping certain files and folders in order to prevent the infected machine from becoming unusable. Affected files are overwritten with null character and receive a random 5 character file extension. Finally, shadow copies are removed and Windows s",7fd96553-4c78-43de-824f-82645ed4fac5,malpedia.json
OriginBot,OriginBotnet|OriginLoader,malware,OriginBot is a modular information stealer which can also download and execute other malicious payloads.,1a2ae63f-323f-4ff7-b465-484f1e87fca4,malpedia.json
OriginLogger,,malware,,c1680c8e-c2e2-4975-82ad-8829b3918d70,malpedia.json
ORPCBackdoor,,malware,,27c09b74-6e1e-4567-ae10-75eee3395c36,malpedia.json
Oski Stealer,,malware,"Oski is a stealer written in C++ that appeared around November 2019 and is being sold for between 70$ to 100$ on Russian-speaking forums. It collects different types of data (cryptocurrency wallets, saved passwords, files matching an attacker-defined pattern etc) and it exfiltrates it in a zip file uploaded to the attacker's panel.",414d8e68-77e7-4157-936a-d70d80e5efc0,malpedia.json
Osno,Babax,malware,,e2be4da9-0a8f-45a5-a69b-7f16acb39398,malpedia.json
Ousaban,,malware,,6620c7ce-63a2-48db-a584-4c5c516bda13,malpedia.json
OutCrypt,,malware,Ransomware.,90e5a21a-c058-47a0-aa4d-bffde7ba698e,malpedia.json
Outlook Backdoor,FACADE,malware,,10a521e4-b3b9-4feb-afce-081531063e7b,malpedia.json
OutSteel,,malware,"According to MITRE, OutSteel is a file uploader and document stealer developed with the scripting language AutoIT that has been used by Ember Bear since at least March 2021.",d2aab7c9-b83a-4889-9fae-c495ec4d324d,malpedia.json
Overlay RAT,,malware,,842687f5-91bc-4719-ac3f-4166ae02e0cd,malpedia.json
OvidiyStealer,,malware,,30d49b12-0dca-4652-9f7a-4d0cf7555375,malpedia.json
owaauth,luckyowa,malware,,37f66fcc-e093-4d97-902d-c96602a7d234,malpedia.json
Owlproxy,,malware,,7a6d97a2-821f-4083-9180-3f70a851ad5e,malpedia.json
Owowa,,malware,Kaspersky describes this as a OWA add-on that has credential stealing capabilities.,aa985bc5-92e4-43c6-a01b-1de02818cfc9,malpedia.json
OxtaRAT,,malware,,a5b379c0-7934-4a50-9a34-7ad1524b1fb0,malpedia.json
OZH RAT,,malware,,c9eefa23-4881-490f-abff-c78fe0c165ff,malpedia.json
Ozone RAT,,malware,,4e319700-9350-4656-91f5-0b495af4e8ad,malpedia.json
PadCrypt,,malware,,c21335f5-b145-4029-b1bc-161362c7ce80,malpedia.json
paladin,,malware,Paladin RAT is a variant of Gh0st RAT used by PittyPanda active since at least 2011.,c6728a76-f4d9-4c49-a3aa-be895df13a35,malpedia.json
PandaBanker,ZeusPanda,malware,"According to Arbor, Forcepoint and Proofpoint, Panda is a variant of the well-known Zeus banking trojan(*). Fox IT discovered it in February 2016.

This banking trojan uses the infamous ATS (Automatic Transfer System/Scripts) to automate online bank portal actions.

The baseconfig (c2, crypto material, botnet name, version) is embedded in the malware itself. It then obtains a dynamic config from the c2, with further information about how to grab the webinjects and additional modules, such as",31ebe294-f125-4cf3-95cc-f4150ab23303,malpedia.json
Panda Stealer,,malware,"According to PCrisk, Panda is the name of a malicious program, which is classified as a stealer. It is a new variant of CollectorStealer.

The aim of this malware is to extract and exfiltrate sensitive and personal information from infected devices. Panda primarily targets data relating to cryptocurrency wallets.

This piece of malicious software has been observed being actively distributed via spam campaigns - large-scale operations during which thousands of scam emails are sent. The spam m",7fa924a9-4d7a-406c-b298-bf3b01557ac8,malpedia.json
Pandora,,malware,Pandora ransomware was obtained by vx-underground at 2022-03-14.,e43b67bc-3c16-4a69-b63d-f6bf3d732e1b,malpedia.json
Pandora RAT,Pandora hVNC RAT,malware,,db259f3d-b8a1-44d4-8c4d-15bfea2a0c59,malpedia.json
Pantegana,,malware,A multi-platform RAT written in Go.,d0f10be5-6f4f-4f64-a845-b1a11ab5812a,malpedia.json
Paradies Clipper,,malware,,dd1bb757-6084-408a-8090-4e2bf0834c09,malpedia.json
Paradise,,malware,Ransomware.,4f7e7602-79f8-4eea-8239-fb2d4ceadb9f,malpedia.json
Parallax RAT,ParallaxRAT,malware,"Parallax is a Remote Access Trojan used by attackers to gain access to a victim's machine. It was involved in one of the many infamous ""coronamalware"" campaigns. Basically, the attackers abused the COVID-19 pandemic news to lure victims into opening themed emails spreading parallax.",39f74f33-467e-47a4-bd2f-e0a191dee9ca,malpedia.json
parasite_http,,malware,,c5eee19f-0877-4709-86ea-328e346af1bf,malpedia.json
Parite,,malware,"According to Microsoft, Parite is a family of polymorphic file infectors that targets computers running Microsoft Windows. The virus infects .exe and .scr executable files on the local file system and on writeable network shares. In turn, the infected executable files perform operations that cause other .exe and .scr files to become infected. ",c8266f56-3647-49ff-9673-61837db8616f,malpedia.json
PartyTicket,Elections GoRansom|HermeticRansom|SonicVote,malware,"PartyTicket is a Go-written ransomware, which was described as a poorly designed one by Zscaler. According to Brett Stone-Gross this malware  is likely intended to be a diversion from the Hermetic wiper (aka. KillDisk.NCV, DriveSlayer) attack.",697d905a-5353-43ed-97e0-15f7d2763b69,malpedia.json
Passlock,,malware,Ransomware.,1e78c732-c2f0-4178-a1f5-ccdab0e2d4b8,malpedia.json
PATHLOADER,,malware,,6ccff16d-0a9b-449f-8e07-c5f2727a8472,malpedia.json
PathWiper,,malware,"According to Cisco Talos, this wiper replaces the contents of artifacts related to the file system with random data generated on the fly. It identifies connected storage media, creates one thread per drive and volume for every path recorded and overwrites artifacts with randomly generated bytes. The wiper also reads multiple file systems attributes from NTFS  and overwrites them as well. PathWiper additionally destroys files on disk by overwriting them with randomized bytes. ",0eea5b33-7ca4-4906-a672-8a53d9d0d877,malpedia.json
Pay2Key,Cobalt,malware,,46dc64c6-e927-44fc-b4a4-efd1677ae030,malpedia.json
PayloadBIN,,malware,,313c81ab-fba2-4577-8de6-863515a65c45,malpedia.json
PcShare,,malware,"PcShare is a open-source backdoor which has been seen modified and used by Chinese threat actors, mainly attacking countries in South East Asia.",42100d7e-39c7-47c0-bc9e-3c590ed0d837,malpedia.json
PEBBLEDASH,,malware,,d6da9699-778c-4c97-82f4-1e9113283bd4,malpedia.json
PeddleCheap,,malware,"PeddleCheap is a module of the DanderSpritz framework which surface with the ""Lost in Translation"" release of TheShadowBrokers leaks. In May 2020, ESET mentioned that they found mysterious samples of PeddleCheap packed with a custom packer so far exclusively attributed to Winnti.",ee450087-00e4-4b59-9ea7-6650d5551ea9,malpedia.json
Pekraut,,malware,,88f636b9-9c2e-4faf-ab83-b91009bf47fc,malpedia.json
Pelmeni,,malware,Wrapper for Kazuar.,99a3e821-2080-47ae-abed-7694d5fa81e6,malpedia.json
Penco,,malware,,a2fd9b8a-826d-4df5-9a29-d61a8456d086,malpedia.json
PennyWise Stealer,,malware,,c222def2-0f1f-4c74-9e37-757e964ff3c6,malpedia.json
Peppy RAT,,malware,"Peppy is a Python-based RAT with the majority of its appearances having similarities or definite overlap with MSIL/Crimson appearances. Peppy communicates to its C&C over HTTP and utilizes SQLite for much of its internal functionality and tracking of exfiltrated files. The primary purpose of Peppy may be the automated exfiltration of potentially interesting files and keylogs. Once Peppy successfully communicates to its C&C, the keylogging and exfiltration of files using configurable search param",49321579-9dfe-45c6-80df-79467e4af65d,malpedia.json
PetitPotato,,malware,,7ae699dc-8cc9-45fb-8cea-10833446d7ba,malpedia.json
PetrWrap,,malware,"The PetrWrap Trojan is written in C and compiled in MS Visual Studio. It carries a sample of the Petya ransomware v3 inside its data section and uses Petya to infect the victim’s machine. What’s more, PetrWrap implements its own cryptographic routines and modifies the code of Petya in runtime to control its execution. This allows the criminals behind PetrWrap to hide the fact that they are using Petya during infection.",82ed8fae-552e-407b-b3fc-f617b7a8f996,malpedia.json
Petya,,malware,,34c9dbaa-97ac-4e1e-9eca-b7c492d67efc,malpedia.json
pgift,ReRol,malware,Information gathering and downloading tool used to deliver second stage malware to the infected system,add29684-94b7-4c75-a43b-d039c4b76158,malpedia.json
PhanDoor,,malware,,3a77d0d4-6fb1-4092-9fe3-bf1f51a6677c,malpedia.json
PhantomCore,,malware,"According to Cyble, PhantomCore is a backdoor utilized by the hacktivist group Head Mare. It has been active since 2023 and is known for consistently targeting Russia. PhantomCore collects the victim’s information, including the public IP address, to gain detailed insights into the target before deploying the final-stage payload or executing additional commands on the compromised system. PhantomCore is known to deploy ransomware payloads such as LockBit and Babuk, inflicting significant damage o",0a35cc96-d40a-4041-95cc-b5f8b9bf4090,malpedia.json
PhantomVAI,Caminho|Katz Stealer Loader|VMDetectLoader,malware,PhantomVAI Loader is a malicious multi-stage infection chain used to distribute the Katz Stealer information-stealing malware or other malicious payloads.,ded2e9ba-4944-4e35-93ac-a872158521be,malpedia.json
Phantom Stealer,,malware,"According to Proofpoint, this is a fork of Stealerium that has high overlap with its originating codebase.",66b47739-ee5e-457d-9b2e-f727a03c1628,malpedia.json
Phemedrone Stealer,Ov3r_Stealer,malware,,13c5f597-d7e4-41c7-8143-060a024a9cac,malpedia.json
Philadephia Ransom,,malware,,f2a10bec-4783-4cfc-8e93-acd3c12a517d,malpedia.json
Phobos,,malware,"MalwareBytes states that Phobos is one of the ransomware families that are distributed via hacked Remote Desktop (RDP) connections. This isn't surprising, as hacked RDP servers are a cheap commodity on the underground market, and can make for an attractive and cost efficient dissemination vector for threat groups.",d061daca-4415-4b3e-9034-231e37857eed,malpedia.json
Phoenix Keylogger,,malware,"Keylogger, information stealer.",601ea680-68ec-43c9-ba20-88eaaefe8818,malpedia.json
Phoenix Locker,,malware,,58aff639-0eda-4a80-9fe8-22e0498af728,malpedia.json
Phonk,,malware,,e0aa3f91-59d6-4344-bcc5-d602aaab21f9,malpedia.json
PHOREAL,Rizzo,malware," Phoreal is a very simple backdoor that is capable of creating a reverse shell, performing simple file I/O and top-level window enumeration. It communicates to a list of four preconfigured C2 servers via ICMP on port 53",3aa6fd62-9b91-4136-af0e-08af7962ba4b,malpedia.json
Phorpiex,Trik|phorphiex,malware,"Proofpoint describes Phorpiex/Trik as a SDBot fork (thus IRC-based) that has been used to distribute GandCrab, Pushdo, Pony, and coinminers. The name Trik is derived from PDB strings.",9759f99b-6d6c-4633-aa70-cb1d2bacc540,malpedia.json
PHOTOFORK,,malware,"PHOTOFORK is a downloader which is a modified version of GZIPLOADER. It was first detected in February 2023 and was distributed by TA581 along with an unattributed threat activity cluster that facilitated initial access. In this version, the configuration file is no longer encrypted using a simple XOR algorithm with a 64-byte key. Instead, it uses a custom algorithm previously used by the Standard core loader. This algorithm decrypts DLL strings that are needed to resolve handles to the necessar",10d3dd4b-8858-4131-bcf0-60982f36e43d,malpedia.json
PHOTOLITE,,malware,"PHOTOLITE is the lite version of the GZIPLOADER with limited capabilities i.e. for example it does not have any functionality to exfiltrate the host information. This new variant is observed as a follow-on payload in a TA542 Emotet campaign back in November'22. contains a static URL to download a ""Bot Pack"" file with a static name (botpack.dat) which results in the IcedID Lite DLL Loader, and then delivers the Forked version of IcedID Bot, leaving out the webinjects and backconnect functionality",e4609860-99f9-47c9-9e36-350611466f3c,malpedia.json
PhotoLoader,GZIPLOADER,malware,"A loader used to deliver IcedID, fetching a fake image from which payloads are extracted.",3418ca80-73d9-49ab-836a-98230a83c67d,malpedia.json
PicassoLoader,,malware,,77223b00-0299-416b-9b91-fa0cf1306cd3,malpedia.json
PICKPOCKET,,malware,"PICKPOCKET is a credential theft tool that dumps the user's website login credentials from Chrome, Firefox, and Internet Explorer to a file. This tool was previously observed solely utilized by APT34.",2eb298de-e14b-46c1-a45f-26ae0d2c4003,malpedia.json
PIEHOP,,malware,"According to Mandiant, PIEHOP is a disruption tool written in Python and packaged with PyInstaller version 2.1+ that has the capability to connect to a user supplied remote MSSQL server for uploading files and issuing remote commands to a RTU.
PIEHOP expects its main function to be called via another Python file, supplying either the argument control=True or upload=True. At a minimum, it requires the following arguments: oik, user, and pwd, and if called with control=True, it must also be suppl",2b025b03-9241-4fe4-b691-46c7bace87e4,malpedia.json
Pierogi,,malware,,2bda00e8-e6a7-448d-8dfa-4f2276230e8b,malpedia.json
Pikabot,,malware,"Introducing Pikabot, an emerging malware family that comprises a downloader/installer, a loader, and a core backdoor component. Despite being in the early stages of development, it already demonstrates advanced techniques in evasion, injection, and anti-analysis. Notably, the loader component incorporates an array of sophisticated anti-debugging and anti-VM measures inspired by the open-source Al-Khaser project, while leveraging steganography to conceal its payload. Additionally, Pikabot utilize",992151e9-2d4d-4621-9a2e-f2219f97e55b,malpedia.json
PILLOWMINT,,malware,"According to FireEye, PILLOWMINT is a Point-of-Sale malware tool used to scrape track 1 and track 2 payment card data from memory.
  Scraped payment card data is encrypted and stored in the registry and as plaintext in a file (T1074: Data Staged)
  Contains additional backdoor capabilities including:
       Running processes
       Downloading and executing files (T1105: Remote File Copy)
       Downloading and injecting DLLs (T1055: Process Injection)
  Communicates with a command and con",dec78ec5-f02d-461f-a8cc-cd4e80099e38,malpedia.json
PinchDuke,,malware,"According to F-Secure, the PinchDuke information stealer gathers system configuration information, steals user credentials, and collects user files from the compromised host transferring these via HTTP(S) to a C&C server. F-Secure believes that PinchDuke’s credential stealing functionality is based on the source code of the Pinch credential stealing malware (also known as LdPinch) that was developed in the early 2000s and has later been openly distributed on underground forums.",d837fc8e-1298-4911-9cfd-eb434a25bf3a,malpedia.json
PINEGROVE,,malware,,8c9289d7-3e16-46dd-9506-187a42206cba,malpedia.json
PingBack,,malware,,a05b1eba-8e89-4d05-97ef-cacc5a083913,malpedia.json
pipcreat,,malware,,ea1c71fe-ad42-4c5a-8114-9ab9ecaa66f5,malpedia.json
PipeMagic,,malware,,3854374f-f29a-482e-b687-8766991eaccd,malpedia.json
PipeMon,,malware,,34c0b51a-7139-44ab-b09a-cef646e66ba0,malpedia.json
PipeSnoop,TOFUPIPE,malware,Cisco Talos states that PipeSnoop can accept arbitrary shellcode from a named pipe and execute it on the infected endpoint.,29e75560-d16f-4434-a6a5-0258a916103d,malpedia.json
PirateStealer,,malware,Infostealer,19748031-0d8d-4e76-bf8e-0838f8a3d07c,malpedia.json
pirpi,CookieCutter|SHOTPUT,malware,,e2325481-006f-4ad4-86d9-1a2ae6fea154,malpedia.json
Pitou,,malware,"According to TG Soft, Pitou has beeen released on April 2014. It maybe an evolution of the rootkit ""Srzizbi"" developed on 2008. Pitou is a spambot, the main goal is send spam form the computer of victim.",f371c85c-56f6-4ddf-8502-81866da4965b,malpedia.json
PittyTiger RAT,,malware,,7ac902e0-4a7d-4451-b0fd-cdf98fbe5018,malpedia.json
PixyNetLoader,,malware,,8d5d09c9-2090-442e-bebb-713069c0ec94,malpedia.json
Pkybot,Bublik|Pykbot|TBag,malware,"Pkybot is a trojan, which has its roots as a downloader dubbed Bublik in 2013 and was seen distributing GameoverZeus in 2014 (ref: fortinet). In the beginning of 2015, webinject capability was added according to /Kleissner/Kafeine/iSight using the infamous ATS.",19d71f38-422c-48f4-9f90-867eb4d4182e,malpedia.json
PLAINTEE,,malware,,66087a9c-b5ac-4d6d-b79e-c0294728c876,malpedia.json
PLAY,PlayCrypt,malware,"According to PCrisk, PLAY is the name of a ransomware-type program. Malware categorized as such operates by encrypting data and demanding ransoms for the decryption.

After we executed a sample of this ransomware on our test machine, it encrypted files and appended their filenames with a "".PLAY"" extension. For example, a file titled ""1.jpg"" appeared as ""1.jpg.PLAY"", ""2.png"" as ""2.png.PLAY"", etc. Once the encryption process was completed, PLAY created a text file named ""ReadMe.txt"" on the deskt",52cf16fb-aab7-4d93-a624-e12c18064720,malpedia.json
playwork,,malware,,5e1f467b-f81e-487c-a911-ab63ae7e9b86,malpedia.json
PLEAD (Windows),DRAWDOWN|GOODTIMES|Linopid,malware,PLEAD is a RAT used by the actor BlackTech. FireEye uses the synonyms GOODTIMES for the RAT module and DRAWDOWN for the respective downloader.,43a56ed7-8092-4b36-998c-349b02b3bd0d,malpedia.json
Ploutus ATM,,malware,,d91c4184-608e-47b1-b746-0e98587e2455,malpedia.json
ployx,,malware,,7bad2f44-93b0-406d-a619-28f14c4bd344,malpedia.json
PlugX,Destroy RAT|Kaba|Korplug|RedDelta|Sogu|TIGERPLUG,malware,"RSA describes PlugX as a RAT (Remote Access Trojan) malware family that is around since 2008 and is used as a backdoor to control the victim's machine fully. Once the device is infected, an attacker can remotely execute several kinds of commands on the affected system.

Notable features of this malware family are the ability to execute commands on the affected machine to retrieve:
machine information
capture the screen
send keyboard and mouse events
keylogging
reboot the system
manage pr",036bd099-fe80-46c2-9c4c-e5c6df8dcdee,malpedia.json
Plurox,,malware,,6c8b94fc-f2d4-4347-aa49-4e6daac74314,malpedia.json
pngdowner,,malware,,fb4313ea-1fb6-4766-8b5c-b41fd347e4c5,malpedia.json
PNGLoad,,malware,"According to ESET Research, PNGLoad is a second-stage payload deployed by Worok on compromised systems and loaded either by CLRLoad or PowHeartBeat. PNGLoad has capabilities to download and execute additional payloads from a C&C server, which is likely how the attackers have deployed PNGLoad on systems compromised with PowHeartBeat. PNGLoad is a loader that uses bytes from PNG files to create a payload to execute. It is a 64-bit .NET executable - obfuscated with .NET Reactor - that masquerades a",f99b030e-7ad5-4983-b28a-43c14efd27c9,malpedia.json
PocoDown,Blitz|PocoDownloader,malware,"uses POCO C++ cross-platform library, Xor-based string obfuscation, SSL library code and string overlap with Xtunnel, infrastructure overlap with X-Agent, probably in use since mid-2018",25804d6d-447f-4933-9ba0-876f9d054b68,malpedia.json
Poco RAT,,malware,,63a0a1a4-9015-428b-ae3a-3f754932f9b9,malpedia.json
POISONPLUG,Barlaiy,malware,"According to FireEye, POISONPLUG is a highly obfuscated modular backdoor with plug-in capabilities. The malware is capable of registry or service persistence, self-removal, plug-in execution, and network connection forwarding. POISONPLUG has been observed using social platforms to host encoded C&C commands.",3b1c7856-5158-418c-90ad-afda67a66963,malpedia.json
Poison Ivy,SPIVY|pivy|poisonivy,malware,,7789fc1b-3cbc-4a1c-8ef0-8b06760f93e7,malpedia.json
Poison RAT,,malware,,69605d66-d77e-4e7b-8c64-381e2cd97c14,malpedia.json
Poldat,KABOB|Zlib,malware,,d30d5a0c-cbfb-49c3-99e7-1d6d1888fc2d,malpedia.json
PolPo,,malware,,40a4c426-5a50-4252-89ce-c857788568cc,malpedia.json
PolyglotDuke,,malware,,53371de9-291a-4d33-9fd2-058b43dddd5d,malpedia.json
Polyglot,,malware,,5ee77368-5e09-4016-ae73-82b99e830832,malpedia.json
PolyVice,Chily,malware,,31017b7c-c023-4247-b37d-f15f2df5d25a,malpedia.json
Pony,Fareit|Siplog,malware,"According to KnowBe4, Pony Stealer is a password stealer that can decrypt or unlock passwords for over 110 different applications including VPN, FTP, email, instant messaging, web browsers and much more.  Pony Stealer is very dangerous and once it infects a PC it will turn the device into a botnet, allowing it to use the PCs it infects to infect other PCs.",cd201689-4bf1-4c5b-ac4d-21c4dcc39e7d,malpedia.json
PoohMilk Loader,,malware,,54327cbd-d30c-4684-9a66-18ae36b28399,malpedia.json
POORTRY,,malware,"According to Mandiant, POORTRY is a malware written as a driver, signed with a Microsoft Windows Hardware Compatibility Authenticode signature. This malware has been observed being used by UNC3944.",17b87423-66e5-451e-8a84-5f4fd8bb2b01,malpedia.json
PoorWeb,,malware,,e166950b-2d0d-41e1-aee6-ccf0895ce9a5,malpedia.json
Popcorn Time,,malware,,4ceebc38-f50b-4817-930f-c954d203ff7b,malpedia.json
PortDoor,,malware,,7d3b71ff-6dbc-43bb-ae74-9aacdf80783c,malpedia.json
portless,,malware,,b813cb80-28ff-4713-abdc-e9a22d397bb4,malpedia.json
PortStarter,SocksProxyGo,malware,,20b3f812-f81b-4df2-9dbc-de83aa73d24f,malpedia.json
poscardstealer,,malware,,5fa166d1-128b-4057-87e3-6676b7d9a7d7,malpedia.json
PoshC2,,malware,"PoshC2 is a proxy aware C2 framework used to aid penetration testers with red teaming, post-exploitation and lateral movement.

PoshC2 is primarily written in Python3 and follows a modular format to enable users to add their own modules and tools, allowing an extendible and flexible C2 framework. Out-of-the-box PoshC2 comes PowerShell/C# and Python3 implants with payloads written in PowerShell v2 and v4, C++ and C# source code, a variety of executables, DLLs and raw shellcode in addition to a ",0215eae2-0ab7-4567-8ac6-1be36a7893a6,malpedia.json
PoSlurp,PUNCHTRACK,malware,,15305d8b-55ff-47b2-b1c7-550a8a36ce36,malpedia.json
PostNapTea,SIGNBT,malware,"PostNapTea aka SIGNBT is an HTTP(S) RAT that is written as a complex object-oriented project.

In 2022-2023, it was deployed against targets like a newspaper organization, agriculture-related entity or a software vendor. The initial access was usually achieved by exploiting vulnerabilities in widely-used software in South Korea.

It collects various information about the victim’s computer, such as computer name, product name, OS details, system uptime, CPU information, system locale, time zo",a31717c0-f25e-4da4-b1a8-84b6fdca2ea1,malpedia.json
Poulight Stealer,Poullight,malware,,e4bcb3e4-17f6-4786-a19b-255c48a07f9a,malpedia.json
Povlsomware,,malware,"According to Trend Micro, Povlsomware (Ransom.MSIL.POVLSOM.THBAOBA)  is a proof-of-concept (POC) ransomware first released in November 2020 which, according to their Github page, is used to “securely” test the ransomware protection capabilities of security vendor products.",632001f4-a313-4753-b876-f85df00bc387,malpedia.json
Poweliks,,malware,,782bee33-9f8d-41df-a608-c014bd6a7de1,malpedia.json
POWERBAND,,malware,.NET variant of ps1.powerton.,ab603f29-9c10-4fb0-9fa3-e123fad11a31,malpedia.json
PowerCat,,malware,,f19e4583-e14d-41b7-9b7a-2bd7eeffd4b1,malpedia.json
PowerDuke,,malware,,c79f5876-e3b9-417a-8eaf-8f1b01a0fecd,malpedia.json
powerkatz,,malware,,9e3aaf82-268b-47d1-b953-3799c5e1f475,malpedia.json
PowerLoader,,malware,,de96ba83-27ec-434c-b77f-7a06820b6e78,malpedia.json
PowerPool,,malware,,02e5196e-f7ac-490a-9a92-d4865740016b,malpedia.json
PowerShellRunner,,malware,,1e2dfce6-1e38-4cff-a78e-b43a442ae8e6,malpedia.json
Powersniff,PUNCHBUGGY,malware,"A malware of the gozi group, developed on the base of isfb. It uses Office Macros and PowerShell in documents distributed in e-mail messages.",519d07f5-bea3-4360-8aa5-f9fcdb79cb52,malpedia.json
PowerRatankba,QUICKRIDE.POWER,malware,QUICKRIDE.POWER is a PowerShell variant of the QUICKRIDE backdoor. Its payloads are often saved to C:\windows\temp\,606f778a-8b99-4880-8da8-b923651d627b,malpedia.json
prb_backdoor,,malware,,2c9c42bc-8f26-4122-9454-a7eed8cd8886,malpedia.json
Predator The Thief,,malware,"Predator is a feature-rich information stealer. It is sold on hacking forums as a bundle which includes: Payload builder and Command and Control web panel. It is able to grab passwords from browsers, replace cryptocurrency wallets, and take photos from the web-camera. It is developed by using a modular approach so that criminals may add more sophisticated tools on top of the it.",54041c03-5714-4247-9226-3c801f59bc07,malpedia.json
Prestige,,malware,"According to PCrisk, Prestige is ransomware - malware that prevents victims from accessing (opening) their files by encrypting them. Additionally, Prestige appends the "".enc"" extension to filenames and drops the ""README"" file containing a ransom note. An example of how this ransomware modifies filenames: it renames ""1.jpg"" to ""1.jpg.enc"", ""2.png"" to ""2.png.enc"", and so forth.",156b617e-2ae4-47a8-9498-6343b24cc6fe,malpedia.json
Prikormka,,malware,,00764634-4a21-4c5c-8b1f-fb294c9bdd3f,malpedia.json
Prilex,,malware,,a0899fec-161d-4ba8-9594-8b5620c21705,malpedia.json
PrincessLocker,,malware,,0714a7ad-45cb-44ec-92f9-2e839fd8a6b8,malpedia.json
PrivateLoader,,malware,"According to sekoia, PrivateLoader is a modular malware whose main capability is to download and execute one or several payloads. The loader implements anti-analysis techniques, fingerprints the compromised host and reports statistics to its C2 server.",dc62452c-a563-4a98-a4cd-174a7125e566,malpedia.json
PRIVATELOG,,malware,Malware that abuses the Common Log File System (CLFS) to store/hide a second stage payload via registry transaction files.,41bd3db9-a6f2-49b4-966a-3c710827fa82,malpedia.json
Project Hook POS,,malware,,d0c7815d-6039-436f-96ef-0767aabbdb36,malpedia.json
ProjectWood,,malware,,c8513379-2be1-4802-87b6-50482f4dabd7,malpedia.json
